supplier_id,supplier_name,country,email,phone,email_status,normalized_name,duplicate_status
SUP451,Global Industrial Materials 451,Netherlands,globalindustrial.materials.451@example.com,,Valid,global industrial materials 451,Unique
SUP452,Prime Industrial Supplies 452,France,,65011193370,Invalid / Missing - Review Required,prime industrial supplies 452,Unique
SUP453,Nova Specialty Chemicals 453,India,novaspecialty.chemicals.453@example.com,61598248750,Valid,nova specialty chemicals 453,Unique
SUP454,Prime Industrial Supplies 454,Netherlands,primeindustrial.supplies.454@example.com,64987336710,Valid,prime industrial supplies 454,Unique
SUP455,GLOBAL INDUSTRIAL MATERIALS 455,Singapore,globalindustrial.materials.455@example.com,98107497220,Valid,global industrial materials 455,Unique
SUP456,Pioneer Specialty Materials 456,United States,pioneerspecialty.materials.456@example.com,76692211210,Valid,pioneer specialty materials 456,Unique
SUP457,GreenCore Chemicals 457,United Kingdom,greencorechemicals.457@example.com,88797163550,Valid,greencore chemicals 457,Potential Duplicate - Review
SUP458,Pioneer Specialty Materials 458,France,pioneerspecialty.materials.458@example.com,85226075830,Valid,pioneer specialty materials 458,Unique
SUP459,Nova Specialty Chemicals 459,France,novaspecialty.chemicals.459@example.com,88128681500,Valid,nova specialty chemicals 459,Unique
SUP460,Global Industrial Materials 460,Netherlands,globalindustrial.materials.460@example.com,86442061290,Valid,global industrial materials 460,Unique
SUP461,Vertex Materials 461,Japan,vertexmaterials.461@example.com,61405153790,Valid,vertex materials 461,Unique
SUP462,Universal Chemical Products 462,Singapore,universalchemical.products.462@example.com,79043158550,Valid,universal chemical products 462,Unique
SUP463,GreenCore Chemicals 463,Singapore,greencorechemicals.463@example.com,96741306010,Valid,greencore chemicals 463,Unique
SUP464,Universal Chemical Products 464,Germany,universalchemical.products.464@example.com,89449743160,Valid,universal chemical products 464,Unique
SUP465,Universal Chemical Products 465,Switzerland,universalchemical.products.465@example.com,98727557410,Valid,universal chemical products 465,Unique
SUP466,Universal Chemical Products 466,India,universalchemical.products.466@example.com,77099967490,Valid,universal chemical products 466,Unique
SUP467,Prime Industrial Supplies 467,Singapore,primeindustrial.supplies.467@example.com,65246719970,Valid,prime industrial supplies 467,Unique
SUP468,GreenCore Chemicals 468,Germany,greencorechemicals.468@example.com,88465700580,Valid,greencore chemicals 468,Unique
SUP469,Zenith Chemical Industries 469,Belgium,zenithchemical.industries.469@example.com,60917295770,Valid,zenith chemical industries 469,Unique
SUP470,Apex Chemical Solutions 470,United Kingdom,apexchemical.solutions.470@example.com,70461204190,Valid,apex chemical solutions 470,Unique
SUP471,Nova Specialty Chemicals 471,Belgium,novaspecialty.chemicals.471@example.com,68813512380,Valid,nova specialty chemicals 471,Unique
SUP472,Global Industrial Materials 472,Switzerland,globalindustrial.materials.472@example.com,68897341280,Valid,global industrial materials 472,Unique
SUP473,METRO CHEMICAL INDUSTRIES 473,Singapore,metrochemical.industries.473@example.com,94920359540,Valid,metro chemical industries 473,Unique
SUP474,Zenith Chemical Industries 474,United Kingdom,zenithchemical.industries.474@example.com,93258877260,Valid,zenith chemical industries 474,Unique
SUP475,Nova Specialty Chemicals 475,Belgium,novaspecialty.chemicals.475@example.com,60121785950,Valid,nova specialty chemicals 475,Unique
SUP476,Prime Industrial Supplies 476,United States,primeindustrial.supplies.476@example.com,65583119570,Valid,prime industrial supplies 476,Unique
SUP477,Pioneer Specialty Materials 477,Japan,pioneerspecialty.materials.477@example.com,94295907570,Valid,pioneer specialty materials 477,Unique
SUP478,Nova Specialty Chemicals 478,Germany,novaspecialty.chemicals.478@example.com,88392209410,Valid,nova specialty chemicals 478,Unique
SUP479,Apex Chemical Solutions 479,United States,apexchemical.solutions.479@example.com,60638246110,Valid,apex chemical solutions 479,Unique
SUP480,Universal Chemical Products 480,Singapore,universalchemical.products.480@example.com,85291040430,Valid,universal chemical products 480,Unique
SUP481,Universal Chemical Products 481,India,,67483817420,Invalid / Missing - Review Required,universal chemical products 481,Unique
SUP482,Prime Industrial Supplies 482,India,primeindustrial.supplies.482@example.com,65444237890,Valid,prime industrial supplies 482,Unique
SUP483,Vertex Materials 483,Switzerland,vertexmaterials.483@example.com,64881200410,Valid,vertex materials 483,Unique
SUP484,Global Industrial Materials 484,Netherlands,,79253273820,Invalid / Missing - Review Required,global industrial materials 484,Unique
SUP485,Universal Chemical Products 485,Switzerland,universalchemical.products.485@example.com,85497761320,Valid,universal chemical products 485,Unique
SUP486,Global Industrial Materials 486,Netherlands,globalindustrial.materials.486@example.com,81639707100,Valid,global industrial materials 486,Unique
SUP487,Zenith Chemical Industries 487,Belgium,zenithchemical.industries.487@example.com,61862514060,Valid,zenith chemical industries 487,Unique
SUP488,Pioneer Specialty Materials 488,Japan,,79672776380,Invalid / Missing - Review Required,pioneer specialty materials 488,Unique
SUP489,Apex Chemical Solutions 489,India,apexchemical.solutions.489@example.com,80572116310,Valid,apex chemical solutions 489,Unique
SUP490,Vertex Materials 490,France,vertexmaterials.490@example.com,89467663090,Valid,vertex materials 490,Unique
SUP491,Global Industrial Materials 491,Netherlands,globalindustrial.materials.491@example.com,90597403290,Valid,global industrial materials 491,Unique
SUP492,GreenCore Chemicals 492,Germany,greencorechemicals.492@example.com,98623213530,Valid,greencore chemicals 492,Unique
SUP493,Global Industrial Materials 493,United Kingdom,globalindustrial.materials.493@example.com,86126175570,Valid,global industrial materials 493,Unique
SUP494,nova specialty chemicals 494,Germany,novaspecialty.chemicals.494@example.com,65419887480,Valid,nova specialty chemicals 494,Unique
SUP495,Prime Industrial Supplies 495,Belgium,primeindustrial.supplies.495@example.com,87190438330,Valid,prime industrial supplies 495,Unique
SUP496,Metro Chemical Industries 496,Switzerland,metrochemical.industries.496@example.com,90586729700,Valid,metro chemical industries 496,Unique
SUP497,Universal Chemical Products 497,France,universalchemical.products.497@example.com,85657784750,Valid,universal chemical products 497,Unique
SUP498,Pioneer Specialty Materials 498,Japan,pioneerspecialty.materials.498@example.com,79486928830,Valid,pioneer specialty materials 498,Unique
SUP499,Pioneer Specialty Materials 499,Belgium,pioneerspecialty.materials.499@example.com,78476920410,Valid,pioneer specialty materials 499,Unique
SUP500,Global Industrial Materials 500,Germany,globalindustrial.materials.500@example.com,96627169090,Valid,global industrial materials 500,Unique
DUP328,nova specialty chemicals 328,Germany,novaspecialty.chemicals.328@example.com,62561434390,Valid,nova specialty chemicals 328,Potential Duplicate - Review
DUP058,NOVA SPECIALTY CHEMICALS 58,Switzerland,novaspecialty.chemicals.58@example.com,93441752470,Valid,nova specialty chemicals 58,Potential Duplicate - Review
DUP013,nova specialty chemicals 13,Singapore,novaspecialty.chemicals.13@example.com,92791823180,Valid,nova specialty chemicals 13,Potential Duplicate - Review
DUP380,Pioneer Specialty Materials 380,France,pioneerspecialty.materials.380@example.com,79556902280,Valid,pioneer specialty materials 380,Potential Duplicate - Review
DUP141,vertex materials 141,Switzerland,invalid-email,60415310460,Invalid / Missing - Review Required,vertex materials 141,Potential Duplicate - Review
DUP126,Nova Specialty Chemicals 126,Netherlands,novaspecialty.chemicals.126@example.com,95809073140,Valid,nova specialty chemicals 126,Potential Duplicate - Review
DUP115,Metro Chemical Industries 115,Belgium,metrochemical.industries.115@example.com,82453346770,Valid,metro chemical industries 115,Potential Duplicate - Review
DUP072,UNIVERSAL CHEMICAL PRODUCTS 72,Netherlands,universalchemical.products.72@example.com,98638130670,Valid,universal chemical products 72,Potential Duplicate - Review
DUP378,pioneer specialty materials 378,Netherlands,pioneerspecialty.materials.378@example.com,74822960580,Valid,pioneer specialty materials 378,Potential Duplicate - Review
DUP053,Apex Chemical Solutions 53,Japan,apexchemical.solutions.53@example.com,81500009910,Valid,apex chemical solutions 53,Potential Duplicate - Review
DUP347,GreenCore Chemicals 347,Japan,greencorechemicals.347@example.com,88457746160,Valid,greencore chemicals 347,Potential Duplicate - Review
DUP457,GreenCore Chemicals 457,United Kingdom,greencorechemicals.457@example.com,88797163550,Valid,greencore chemicals 457,Potential Duplicate - Review
DUP280,apex chemical solutions 280,Germany,apexchemical.solutions.280@example.com,72637321970,Valid,apex chemical solutions 280,Potential Duplicate - Review
DUP045,nova specialty chemicals 45,France,novaspecialty.chemicals.45@example.com,85615573000,Valid,nova specialty chemicals 45,Potential Duplicate - Review
DUP303,Prime Industrial Supplies 303,Netherlands,primeindustrial.supplies.303@example.com,64900005260,Valid,prime industrial supplies 303,Potential Duplicate - Review
DUP217,APEX CHEMICAL SOLUTIONS 217,Singapore,apexchemical.solutions.217@example.com,95772403340,Valid,apex chemical solutions 217,Potential Duplicate - Review
DUP017,APEX CHEMICAL SOLUTIONS 17,Netherlands,apexchemical.solutions.17@example.com,83030821170,Valid,apex chemical solutions 17,Potential Duplicate - Review
DUP016,Universal Chemical Products 16,Belgium,invalid-email,71361084540,Invalid / Missing - Review Required,universal chemical products 16,Potential Duplicate - Review
DUP048,PRIME INDUSTRIAL SUPPLIES 48,Switzerland,primeindustrial.supplies.48@example.com,,Valid,prime industrial supplies 48,Potential Duplicate - Review
DUP112,Global Industrial Materials 112,Belgium,globalindustrial.materials.112@example.com,70574868680,Valid,global industrial materials 112,Potential Duplicate - Review
