material_id,material_name,category_id,supplier_id,unit,price,country,price_status,normalized_name,duplicate_status,category_status
MAT1073,Sodium Carbonate A Material 1073,CAT008,SUP345,KG,1797.32,France,Valid,sodium carbonate a material 1073,Unique,Valid
MAT1074,Formaldehyde Industrial Material 1074,CAT007,SUP091,KG,667.58,United Kingdom,Valid,formaldehyde industrial material 1074,Unique,Valid
MAT1075,Sulfuric Acid Premium Material 1075,CAT001,SUP114,KG,3804.18,United Kingdom,Valid,sulfuric acid premium material 1075,Unique,Valid
MAT1076,Sulfuric Acid A Material 1076,CAT010,SUP321,TON,4051.65,Singapore,Valid,sulfuric acid a material 1076,Unique,Valid
MAT1077,Hydrochloric Acid Premium Material 1077,CAT006,SUP019,TON,2489.55,Belgium,Valid,hydrochloric acid premium material 1077,Unique,Valid
MAT1078,Sulfuric Acid A Material 1078,CAT004,SUP421,BOX,599.19,Japan,Valid,sulfuric acid a material 1078,Unique,Valid
MAT1079,Acetic Acid Premium Material 1079,CAT003,SUP283,L,3316.2,Belgium,Valid,acetic acid premium material 1079,Unique,Valid
MAT1080,Formaldehyde B Material 1080,CAT002,SUP302,L,3742.57,United States,Valid,formaldehyde b material 1080,Unique,Valid
MAT1081,Sodium Chloride B Material 1081,CAT009,SUP374,TON,999.67,India,Valid,sodium chloride b material 1081,Unique,Valid
MAT1082,Sodium Carbonate Industrial Material 1082,CAT009,SUP453,BOX,-800.0,France,Invalid - Review Required,sodium carbonate industrial material 1082,Unique,Valid
MAT1083,Ethanol Industrial Material 1083,CAT007,SUP433,BOX,-976.0,Switzerland,Invalid - Review Required,ethanol industrial material 1083,Unique,Valid
MAT1084,Propylene Glycol Premium Material 1084,CAT006,SUP265,KG,4424.82,Singapore,Valid,propylene glycol premium material 1084,Unique,Valid
MAT1085,Ethanol Industrial Material 1085,CAT007,SUP273,BOX,,France,Missing - Review Required,ethanol industrial material 1085,Unique,Valid
MAT1086,Sulfuric Acid Industrial Material 1086,CAT002,SUP451,DRUM,4047.98,Singapore,Valid,sulfuric acid industrial material 1086,Unique,Valid
MAT1087,Ethylene Glycol A Material 1087,CAT004,SUP101,L,1679.66,Germany,Valid,ethylene glycol a material 1087,Unique,Valid
MAT1088,Methanol A Material 1088,CAT008,SUP222,KG,2983.03,United Kingdom,Valid,methanol a material 1088,Unique,Valid
MAT1089,Sodium Chloride B Material 1089,CAT002,SUP243,L,4796.07,India,Valid,sodium chloride b material 1089,Unique,Valid
MAT1090,Isopropyl Alcohol B Material 1090,CAT002,SUP398,DRUM,3116.85,Germany,Valid,isopropyl alcohol b material 1090,Unique,Valid
MAT1091,Propylene Glycol A Material 1091,CAT002,SUP499,KG,4587.74,France,Valid,propylene glycol a material 1091,Unique,Valid
MAT1092,Isopropyl Alcohol A Material 1092,CAT003,SUP032,BOX,321.2,Belgium,Valid,isopropyl alcohol a material 1092,Unique,Valid
MAT1093,Ethylene Glycol A Material 1093,CAT002,SUP347,KG,2818.33,Japan,Valid,ethylene glycol a material 1093,Unique,Valid
MAT1094,Xylene Premium Material 1094,CAT002,SUP317,BOX,1203.9,Belgium,Valid,xylene premium material 1094,Unique,Valid
MAT1095,Formaldehyde A Material 1095,CAT008,SUP197,BOX,3986.07,Belgium,Valid,formaldehyde a material 1095,Unique,Valid
MAT1096,Formaldehyde A Material 1096,CAT006,SUP334,KG,2297.68,United Kingdom,Valid,formaldehyde a material 1096,Unique,Valid
MAT1097,Acetic Acid B Material 1097,CAT002,SUP053,KG,2996.12,Germany,Valid,acetic acid b material 1097,Unique,Valid
MAT1098,Acetic Acid B Material 1098,CAT010,SUP065,DRUM,1318.62,France,Valid,acetic acid b material 1098,Unique,Valid
MAT1099,Glycerol Premium Material 1099,CAT003,SUP125,L,3995.28,India,Valid,glycerol premium material 1099,Potential Duplicate - Review,Valid
MAT1100,Hydrogen Peroxide Industrial Material 1100,CAT010,SUP224,DRUM,4800.72,United Kingdom,Valid,hydrogen peroxide industrial material 1100,Unique,Valid
MAT1101,Calcium Carbonate B Material 1101,CAT003,SUP241,TON,3036.48,Japan,Valid,calcium carbonate b material 1101,Unique,Valid
MAT1102,Toluene A Material 1102,CAT009,SUP301,L,333.72,Switzerland,Valid,toluene a material 1102,Unique,Valid
MAT1103,Sodium Carbonate A Material 1103,CAT007,SUP177,L,4883.73,Singapore,Valid,sodium carbonate a material 1103,Unique,Valid
MAT1104,Acetone Industrial Material 1104,CAT004,SUP342,BOX,3489.17,Netherlands,Valid,acetone industrial material 1104,Unique,Valid
MAT1105,Formaldehyde Industrial Material 1105,CAT010,SUP290,TON,3099.71,France,Valid,formaldehyde industrial material 1105,Unique,Valid
MAT1106,Isopropyl Alcohol B Material 1106,CAT002,SUP233,KG,2504.86,India,Valid,isopropyl alcohol b material 1106,Unique,Valid
MAT1107,Hydrochloric Acid B Material 1107,CAT008,SUP320,L,1233.14,United Kingdom,Valid,hydrochloric acid b material 1107,Unique,Valid
MAT1108,Xylene B Material 1108,CAT007,SUP095,KG,1845.94,Germany,Valid,xylene b material 1108,Unique,Valid
MAT1109,Toluene A Material 1109,CAT009,SUP059,L,1488.35,Singapore,Valid,toluene a material 1109,Unique,Valid
MAT1110,Acetic Acid Industrial Material 1110,CAT001,SUP500,KG,1035.66,Japan,Valid,acetic acid industrial material 1110,Unique,Valid
MAT1111,Citric Acid B Material 1111,CAT005,SUP369,L,1732.1,Switzerland,Valid,citric acid b material 1111,Unique,Valid
MAT1112,Hydrochloric Acid B Material 1112,CAT004,SUP012,L,4222.26,Germany,Valid,hydrochloric acid b material 1112,Unique,Valid
MAT1113,Sodium Hydroxide B Material 1113,CAT007,SUP336,KG,1725.0,Singapore,Valid,sodium hydroxide b material 1113,Unique,Valid
MAT1114,Calcium Carbonate Premium Material 1114,CAT004,SUP190,TON,3321.5,Switzerland,Valid,calcium carbonate premium material 1114,Unique,Valid
MAT1115,Formaldehyde Premium Material 1115,CAT002,SUP061,L,4419.48,United States,Valid,formaldehyde premium material 1115,Unique,Valid
MAT1116,Sulfuric Acid B Material 1116,CAT009,SUP194,TON,1623.86,France,Valid,sulfuric acid b material 1116,Unique,Valid
MAT1117,Hydrochloric Acid A Material 1117,CAT010,SUP301,L,4279.46,Japan,Valid,hydrochloric acid a material 1117,Unique,Valid
MAT1118,Hydrogen Peroxide Industrial Material 1118,CAT004,SUP028,TON,4370.61,Switzerland,Valid,hydrogen peroxide industrial material 1118,Unique,Valid
MAT1119,Acetic Acid Premium Material 1119,CAT004,SUP373,KG,3934.09,Belgium,Valid,acetic acid premium material 1119,Unique,Valid
MAT1120,Acetone B Material 1120,CAT009,SUP199,DRUM,1902.62,Switzerland,Valid,acetone b material 1120,Unique,Valid
MAT1121,Propylene Glycol B Material 1121,CAT006,SUP365,TON,2651.1,Netherlands,Valid,propylene glycol b material 1121,Unique,Valid
MAT1122,Glycerol Premium Material 1122,CAT005,SUP298,BOX,3208.62,Belgium,Valid,glycerol premium material 1122,Unique,Valid
MAT1123,Ethanol B Material 1123,CAT004,SUP459,L,2287.8,Singapore,Valid,ethanol b material 1123,Unique,Valid
MAT1124,Xylene B Material 1124,CAT005,SUP218,BOX,2878.28,United Kingdom,Valid,xylene b material 1124,Unique,Valid
MAT1125,Sodium Chloride A Material 1125,CAT003,SUP385,KG,1510.49,Switzerland,Valid,sodium chloride a material 1125,Unique,Valid
MAT1126,Toluene B Material 1126,CAT010,SUP022,BOX,2585.7,United Kingdom,Valid,toluene b material 1126,Unique,Valid
MAT1127,Ethylene Glycol Premium Material 1127,,SUP222,BOX,1869.18,Netherlands,Valid,ethylene glycol premium material 1127,Unique,Missing - Review Required
MAT1128,Isopropyl Alcohol Industrial Material 1128,CAT007,SUP013,L,2236.36,Japan,Valid,isopropyl alcohol industrial material 1128,Unique,Valid
MAT1129,Acetone Industrial Material 1129,CAT002,SUP151,DRUM,2588.32,Germany,Valid,acetone industrial material 1129,Unique,Valid
MAT1130,Sodium Chloride B Material 1130,CAT002,SUP061,KG,1833.17,Switzerland,Valid,sodium chloride b material 1130,Unique,Valid
MAT1131,Sulfuric Acid Industrial Material 1131,CAT004,SUP346,TON,1287.62,Japan,Valid,sulfuric acid industrial material 1131,Potential Duplicate - Review,Valid
MAT1132,Sulfuric Acid B Material 1132,CAT009,SUP468,TON,92.24,Japan,Valid,sulfuric acid b material 1132,Unique,Valid
MAT1133,Calcium Carbonate Industrial Material 1133,CAT007,SUP485,BOX,4118.21,India,Valid,calcium carbonate industrial material 1133,Unique,Valid
MAT1134,Glycerol B Material 1134,CAT007,SUP117,L,3630.51,Singapore,Valid,glycerol b material 1134,Unique,Valid
MAT1135,Glycerol B Material 1135,CAT009,SUP301,DRUM,3800.23,Netherlands,Valid,glycerol b material 1135,Unique,Valid
MAT1136,Isopropyl Alcohol A Material 1136,CAT006,SUP434,L,2172.53,France,Valid,isopropyl alcohol a material 1136,Unique,Valid
MAT1137,Sulfuric Acid Premium Material 1137,CAT008,SUP437,DRUM,199.02,United States,Valid,sulfuric acid premium material 1137,Unique,Valid
MAT1138,Acetic Acid B Material 1138,CAT005,SUP483,KG,2524.01,United Kingdom,Valid,acetic acid b material 1138,Unique,Valid
MAT1139,Isopropyl Alcohol B Material 1139,CAT007,SUP218,BOX,3826.07,Switzerland,Valid,isopropyl alcohol b material 1139,Unique,Valid
MAT1140,Calcium Carbonate Industrial Material 1140,CAT010,SUP012,DRUM,3937.52,United States,Valid,calcium carbonate industrial material 1140,Unique,Valid
MAT1141,Hydrogen Peroxide Industrial Material 1141,CAT010,SUP323,DRUM,4573.07,Belgium,Valid,hydrogen peroxide industrial material 1141,Unique,Valid
MAT1142,Xylene Premium Material 1142,CAT004,SUP486,BOX,365.36,France,Valid,xylene premium material 1142,Unique,Valid
MAT1143,Sulfuric Acid Premium Material 1143,CAT002,SUP169,DRUM,4811.59,Japan,Valid,sulfuric acid premium material 1143,Unique,Valid
MAT1144,Acetone B Material 1144,CAT002,SUP346,DRUM,929.3,Belgium,Valid,acetone b material 1144,Unique,Valid
MAT1145,Glycerol A Material 1145,CAT003,SUP102,KG,4561.16,France,Valid,glycerol a material 1145,Unique,Valid
MAT1146,Calcium Carbonate B Material 1146,CAT004,SUP150,DRUM,396.4,India,Valid,calcium carbonate b material 1146,Unique,Valid
MAT1147,Toluene A Material 1147,CAT003,SUP168,BOX,1985.97,Germany,Valid,toluene a material 1147,Unique,Valid
MAT1148,Hydrogen Peroxide Premium Material 1148,CAT008,SUP381,KG,1975.51,Singapore,Valid,hydrogen peroxide premium material 1148,Unique,Valid
MAT1149,Hydrogen Peroxide B Material 1149,CAT005,SUP222,BOX,835.97,Belgium,Valid,hydrogen peroxide b material 1149,Unique,Valid
MAT1150,Calcium Carbonate B Material 1150,CAT009,SUP367,BOX,1413.43,India,Valid,calcium carbonate b material 1150,Unique,Valid
MAT1151,Hydrogen Peroxide Premium Material 1151,CAT002,SUP423,BOX,3044.0,Singapore,Valid,hydrogen peroxide premium material 1151,Unique,Valid
MAT1152,Ammonium Hydroxide Industrial Material 1152,CAT010,SUP451,BOX,2328.01,Belgium,Valid,ammonium hydroxide industrial material 1152,Unique,Valid
MAT1153,Ethanol A Material 1153,CAT005,SUP331,BOX,1766.57,Japan,Valid,ethanol a material 1153,Unique,Valid
MAT1154,Xylene B Material 1154,CAT007,SUP128,L,4504.82,France,Valid,xylene b material 1154,Unique,Valid
MAT1155,Propylene Glycol Premium Material 1155,CAT003,SUP358,DRUM,522.89,India,Valid,propylene glycol premium material 1155,Unique,Valid
MAT1156,Hydrochloric Acid B Material 1156,CAT005,SUP452,DRUM,1494.85,Germany,Valid,hydrochloric acid b material 1156,Unique,Valid
MAT1157,Sulfuric Acid Premium Material 1157,CAT007,SUP391,DRUM,650.09,United Kingdom,Valid,sulfuric acid premium material 1157,Unique,Valid
MAT1158,Acetone A Material 1158,CAT009,SUP393,TON,2079.98,United States,Valid,acetone a material 1158,Unique,Valid
MAT1159,Sodium Chloride B Material 1159,CAT009,SUP023,BOX,182.25,Netherlands,Valid,sodium chloride b material 1159,Unique,Valid
MAT1160,Xylene Industrial Material 1160,CAT007,SUP439,L,2013.54,India,Valid,xylene industrial material 1160,Unique,Valid
MAT1161,Sodium Chloride A Material 1161,CAT003,SUP168,BOX,2449.56,Germany,Valid,sodium chloride a material 1161,Unique,Valid
MAT1162,Acetone B Material 1162,CAT008,SUP072,BOX,4111.11,United States,Valid,acetone b material 1162,Unique,Valid
MAT1163,Citric Acid A Material 1163,CAT010,SUP052,L,1506.02,Switzerland,Valid,citric acid a material 1163,Unique,Valid
MAT1164,Xylene B Material 1164,CAT002,SUP344,KG,3403.05,United States,Valid,xylene b material 1164,Unique,Valid
MAT1165,Propylene Glycol Industrial Material 1165,CAT003,SUP111,KG,4468.8,Switzerland,Valid,propylene glycol industrial material 1165,Unique,Valid
MAT1166,Sulfuric Acid Premium Material 1166,CAT001,SUP429,DRUM,3223.01,Germany,Valid,sulfuric acid premium material 1166,Unique,Valid
MAT1167,Xylene Industrial Material 1167,CAT008,SUP027,DRUM,73.1,France,Valid,xylene industrial material 1167,Unique,Valid
MAT1168,Sulfuric Acid B Material 1168,CAT006,SUP466,L,1039.93,India,Valid,sulfuric acid b material 1168,Unique,Valid
MAT1169,Ethylene Glycol A Material 1169,CAT001,SUP173,L,3415.8,Germany,Valid,ethylene glycol a material 1169,Unique,Valid
MAT1170,Hydrochloric Acid A Material 1170,CAT003,SUP371,L,267.86,Switzerland,Valid,hydrochloric acid a material 1170,Unique,Valid
MAT1171,Methanol Industrial Material 1171,CAT006,SUP288,L,3142.13,Switzerland,Valid,methanol industrial material 1171,Unique,Valid
MAT1172,Xylene Premium Material 1172,CAT002,SUP119,L,574.13,United Kingdom,Valid,xylene premium material 1172,Unique,Valid
MAT1173,Citric Acid A Material 1173,CAT007,SUP335,TON,109.31,Singapore,Valid,citric acid a material 1173,Unique,Valid
MAT1174,Propylene Glycol B Material 1174,CAT002,SUP337,TON,3267.23,United Kingdom,Valid,propylene glycol b material 1174,Unique,Valid
MAT1175,Ethanol A Material 1175,CAT004,SUP211,TON,3849.35,Netherlands,Valid,ethanol a material 1175,Unique,Valid
MAT1176,Methanol B Material 1176,CAT005,SUP492,KG,3019.34,France,Valid,methanol b material 1176,Unique,Valid
MAT1177,Hydrogen Peroxide Industrial Material 1177,,SUP326,TON,4891.21,Netherlands,Valid,hydrogen peroxide industrial material 1177,Unique,Missing - Review Required
MAT1178,Acetone Industrial Material 1178,CAT001,SUP312,DRUM,2272.11,Switzerland,Valid,acetone industrial material 1178,Unique,Valid
MAT1179,Hydrochloric Acid A Material 1179,CAT004,SUP011,DRUM,3806.76,Germany,Valid,hydrochloric acid a material 1179,Unique,Valid
MAT1180,Calcium Carbonate B Material 1180,CAT007,SUP388,L,3117.84,India,Valid,calcium carbonate b material 1180,Unique,Valid
MAT1181,Hydrogen Peroxide Industrial Material 1181,CAT008,SUP152,L,800.77,Singapore,Valid,hydrogen peroxide industrial material 1181,Unique,Valid
MAT1182,Ethanol B Material 1182,CAT010,SUP485,BOX,3709.32,United Kingdom,Valid,ethanol b material 1182,Unique,Valid
MAT1183,Hydrogen Peroxide Industrial Material 1183,CAT006,SUP330,KG,2628.32,France,Valid,hydrogen peroxide industrial material 1183,Potential Duplicate - Review,Valid
MAT1184,Calcium Carbonate A Material 1184,CAT004,SUP434,TON,1746.51,Singapore,Valid,calcium carbonate a material 1184,Unique,Valid
MAT1185,Sodium Carbonate A Material 1185,CAT004,SUP411,L,3059.91,France,Valid,sodium carbonate a material 1185,Unique,Valid
MAT1186,Ammonium Hydroxide Industrial Material 1186,,SUP227,KG,369.85,Netherlands,Valid,ammonium hydroxide industrial material 1186,Unique,Missing - Review Required
MAT1187,Acetone B Material 1187,CAT001,SUP325,L,4694.46,United States,Valid,acetone b material 1187,Unique,Valid
MAT1188,Acetone B Material 1188,CAT010,SUP282,L,1219.74,Germany,Valid,acetone b material 1188,Unique,Valid
MAT1189,Ethylene Glycol Premium Material 1189,CAT005,SUP085,L,1262.38,United States,Valid,ethylene glycol premium material 1189,Unique,Valid
MAT1190,Formaldehyde B Material 1190,CAT005,SUP147,DRUM,2268.94,Singapore,Valid,formaldehyde b material 1190,Unique,Valid
MAT1191,Sodium Chloride Premium Material 1191,CAT002,SUP487,TON,2021.31,United States,Valid,sodium chloride premium material 1191,Unique,Valid
MAT1192,Glycerol Premium Material 1192,CAT007,SUP259,DRUM,,United States,Missing - Review Required,glycerol premium material 1192,Unique,Valid
MAT1193,Glycerol A Material 1193,CAT007,SUP219,KG,3806.35,Japan,Valid,glycerol a material 1193,Unique,Valid
MAT1194,Formaldehyde B Material 1194,CAT009,SUP373,L,,Netherlands,Missing - Review Required,formaldehyde b material 1194,Unique,Valid
MAT1195,Calcium Carbonate Premium Material 1195,CAT005,SUP193,DRUM,3049.83,Germany,Valid,calcium carbonate premium material 1195,Unique,Valid
MAT1196,Isopropyl Alcohol B Material 1196,CAT008,SUP101,L,4584.85,India,Valid,isopropyl alcohol b material 1196,Unique,Valid
MAT1197,Sodium Hydroxide Industrial Material 1197,CAT008,SUP208,BOX,4704.41,United Kingdom,Valid,sodium hydroxide industrial material 1197,Unique,Valid
MAT1198,Xylene Premium Material 1198,CAT005,SUP329,DRUM,402.61,India,Valid,xylene premium material 1198,Unique,Valid
MAT1199,Methanol Premium Material 1199,CAT010,SUP084,L,3826.61,Japan,Valid,methanol premium material 1199,Unique,Valid
MAT1200,Toluene Premium Material 1200,CAT006,SUP357,KG,3271.99,France,Valid,toluene premium material 1200,Unique,Valid
MAT1201,Hydrochloric Acid B Material 1201,CAT008,SUP018,TON,3173.22,India,Valid,hydrochloric acid b material 1201,Unique,Valid
MAT1202,Hydrogen Peroxide Industrial Material 1202,CAT010,SUP234,L,1308.73,Belgium,Valid,hydrogen peroxide industrial material 1202,Unique,Valid
MAT1203,Acetic Acid B Material 1203,CAT001,SUP060,KG,3239.77,France,Valid,acetic acid b material 1203,Unique,Valid
MAT1204,Xylene A Material 1204,CAT009,SUP466,L,4386.23,United States,Valid,xylene a material 1204,Unique,Valid
MAT1205,Ethylene Glycol Industrial Material 1205,CAT005,SUP257,DRUM,3309.51,France,Valid,ethylene glycol industrial material 1205,Unique,Valid
MAT1206,Acetic Acid Industrial Material 1206,CAT007,SUP386,KG,590.91,Belgium,Valid,acetic acid industrial material 1206,Unique,Valid
MAT1207,Toluene B Material 1207,CAT005,SUP384,L,4653.58,France,Valid,toluene b material 1207,Unique,Valid
MAT1208,Calcium Carbonate A Material 1208,CAT003,SUP418,BOX,57.81,Germany,Valid,calcium carbonate a material 1208,Unique,Valid
MAT1209,Ethylene Glycol Premium Material 1209,CAT005,SUP376,BOX,894.64,United Kingdom,Valid,ethylene glycol premium material 1209,Unique,Valid
MAT1210,Citric Acid B Material 1210,CAT004,SUP250,L,2537.94,Germany,Valid,citric acid b material 1210,Unique,Valid
MAT1211,Propylene Glycol B Material 1211,CAT003,SUP103,KG,3762.08,Singapore,Valid,propylene glycol b material 1211,Unique,Valid
MAT1212,Sodium Chloride Premium Material 1212,CAT008,SUP321,DRUM,590.52,United States,Valid,sodium chloride premium material 1212,Unique,Valid
MAT1213,Acetone Industrial Material 1213,CAT002,SUP194,KG,1419.97,United Kingdom,Valid,acetone industrial material 1213,Unique,Valid
MAT1214,Sodium Hydroxide B Material 1214,CAT008,SUP249,KG,97.06,Japan,Valid,sodium hydroxide b material 1214,Unique,Valid
MAT1215,Sodium Hydroxide A Material 1215,CAT002,SUP109,DRUM,3969.34,France,Valid,sodium hydroxide a material 1215,Unique,Valid
MAT1216,Formaldehyde Industrial Material 1216,CAT008,SUP243,TON,3041.64,United Kingdom,Valid,formaldehyde industrial material 1216,Unique,Valid
MAT1217,Toluene Industrial Material 1217,CAT006,SUP419,L,4707.91,France,Valid,toluene industrial material 1217,Unique,Valid
MAT1218,Xylene A Material 1218,CAT006,SUP448,TON,4041.04,India,Valid,xylene a material 1218,Unique,Valid
MAT1219,Propylene Glycol Premium Material 1219,CAT003,SUP014,DRUM,658.33,Switzerland,Valid,propylene glycol premium material 1219,Unique,Valid
MAT1220,Sodium Chloride B Material 1220,CAT006,SUP232,DRUM,3446.62,Netherlands,Valid,sodium chloride b material 1220,Unique,Valid
MAT1221,Ammonium Hydroxide Premium Material 1221,CAT004,SUP002,TON,132.32,United Kingdom,Valid,ammonium hydroxide premium material 1221,Unique,Valid
MAT1222,Ethanol Industrial Material 1222,CAT008,SUP120,DRUM,2448.45,Belgium,Valid,ethanol industrial material 1222,Unique,Valid
MAT1223,Acetone Industrial Material 1223,CAT007,SUP481,BOX,4935.01,Germany,Valid,acetone industrial material 1223,Unique,Valid
MAT1224,Xylene Industrial Material 1224,CAT010,SUP100,L,4355.8,Belgium,Valid,xylene industrial material 1224,Unique,Valid
MAT1225,Ammonium Hydroxide A Material 1225,CAT003,SUP255,KG,1541.67,Switzerland,Valid,ammonium hydroxide a material 1225,Unique,Valid
MAT1226,Propylene Glycol B Material 1226,CAT008,SUP489,KG,2436.73,Switzerland,Valid,propylene glycol b material 1226,Unique,Valid
MAT1227,Hydrochloric Acid B Material 1227,,SUP088,KG,572.07,India,Valid,hydrochloric acid b material 1227,Unique,Missing - Review Required
MAT1228,Citric Acid Industrial Material 1228,CAT007,SUP393,TON,1140.86,Japan,Valid,citric acid industrial material 1228,Unique,Valid
MAT1229,Glycerol A Material 1229,CAT003,SUP473,DRUM,3186.06,Netherlands,Valid,glycerol a material 1229,Unique,Valid
MAT1230,Acetone Industrial Material 1230,CAT004,SUP478,DRUM,3843.37,Belgium,Valid,acetone industrial material 1230,Unique,Valid
MAT1231,Acetone Industrial Material 1231,CAT007,SUP467,BOX,3286.9,Switzerland,Valid,acetone industrial material 1231,Unique,Valid
MAT1232,Ethylene Glycol B Material 1232,CAT004,SUP133,KG,1490.33,Germany,Valid,ethylene glycol b material 1232,Unique,Valid
MAT1233,Acetone Industrial Material 1233,CAT010,SUP480,L,3735.86,Germany,Valid,acetone industrial material 1233,Unique,Valid
MAT1234,Acetic Acid Industrial Material 1234,CAT003,SUP437,TON,4772.64,Belgium,Valid,acetic acid industrial material 1234,Unique,Valid
MAT1235,Sodium Hydroxide Industrial Material 1235,CAT001,SUP303,DRUM,989.8,France,Valid,sodium hydroxide industrial material 1235,Unique,Valid
MAT1236,Ethylene Glycol Industrial Material 1236,CAT006,SUP409,L,2622.77,Belgium,Valid,ethylene glycol industrial material 1236,Unique,Valid
MAT1237,Acetic Acid B Material 1237,CAT002,SUP203,KG,2714.55,Netherlands,Valid,acetic acid b material 1237,Potential Duplicate - Review,Valid
MAT1238,Isopropyl Alcohol B Material 1238,CAT005,SUP429,L,2524.17,Netherlands,Valid,isopropyl alcohol b material 1238,Unique,Valid
MAT1239,Hydrogen Peroxide Industrial Material 1239,CAT003,SUP383,KG,3014.46,Japan,Valid,hydrogen peroxide industrial material 1239,Unique,Valid
MAT1240,Ammonium Hydroxide A Material 1240,CAT005,SUP435,DRUM,2417.5,Singapore,Valid,ammonium hydroxide a material 1240,Unique,Valid
MAT1241,Glycerol Industrial Material 1241,CAT007,SUP031,TON,805.88,Singapore,Valid,glycerol industrial material 1241,Unique,Valid
MAT1242,Hydrochloric Acid A Material 1242,CAT003,SUP439,BOX,3650.61,Japan,Valid,hydrochloric acid a material 1242,Unique,Valid
MAT1243,Citric Acid A Material 1243,CAT009,SUP201,TON,2141.07,Netherlands,Valid,citric acid a material 1243,Unique,Valid
MAT1244,Toluene Premium Material 1244,CAT007,SUP037,DRUM,3647.44,Japan,Valid,toluene premium material 1244,Unique,Valid
MAT1245,Sulfuric Acid Premium Material 1245,CAT002,SUP068,TON,3773.72,Belgium,Valid,sulfuric acid premium material 1245,Unique,Valid
MAT1246,Ethanol Industrial Material 1246,CAT008,SUP336,L,2906.93,Netherlands,Valid,ethanol industrial material 1246,Unique,Valid
MAT1247,Glycerol Industrial Material 1247,CAT003,SUP108,L,4031.57,Singapore,Valid,glycerol industrial material 1247,Unique,Valid
MAT1248,Sodium Hydroxide Industrial Material 1248,CAT010,SUP053,L,1913.95,France,Valid,sodium hydroxide industrial material 1248,Unique,Valid
MAT1249,Citric Acid A Material 1249,CAT002,SUP183,BOX,939.18,India,Valid,citric acid a material 1249,Unique,Valid
MAT1250,Methanol Industrial Material 1250,CAT010,SUP223,L,3153.51,France,Valid,methanol industrial material 1250,Unique,Valid
MAT1251,Hydrochloric Acid A Material 1251,CAT002,SUP124,BOX,2468.7,Belgium,Valid,hydrochloric acid a material 1251,Unique,Valid
MAT1252,Citric Acid Premium Material 1252,CAT002,SUP399,BOX,4331.23,France,Valid,citric acid premium material 1252,Unique,Valid
MAT1253,Sodium Chloride Premium Material 1253,CAT006,SUP006,KG,627.31,Germany,Valid,sodium chloride premium material 1253,Unique,Valid
MAT1254,Glycerol B Material 1254,CAT001,SUP301,DRUM,4937.38,Netherlands,Valid,glycerol b material 1254,Unique,Valid
MAT1255,Sodium Chloride A Material 1255,CAT010,SUP093,BOX,2446.75,France,Valid,sodium chloride a material 1255,Unique,Valid
MAT1256,Calcium Carbonate B Material 1256,CAT002,SUP167,KG,3583.15,Switzerland,Valid,calcium carbonate b material 1256,Unique,Valid
MAT1257,Citric Acid Premium Material 1257,CAT001,SUP202,DRUM,4096.44,Switzerland,Valid,citric acid premium material 1257,Unique,Valid
MAT1258,Glycerol A Material 1258,CAT009,SUP429,DRUM,2717.96,Germany,Valid,glycerol a material 1258,Unique,Valid
MAT1259,Sulfuric Acid A Material 1259,CAT003,SUP442,DRUM,3491.32,India,Valid,sulfuric acid a material 1259,Unique,Valid
MAT1260,Sodium Carbonate Premium Material 1260,CAT006,SUP063,KG,687.64,Singapore,Valid,sodium carbonate premium material 1260,Unique,Valid
MAT1261,Citric Acid A Material 1261,CAT009,SUP132,KG,468.82,Germany,Valid,citric acid a material 1261,Unique,Valid
MAT1262,Ammonium Hydroxide Industrial Material 1262,CAT006,SUP495,DRUM,899.44,India,Valid,ammonium hydroxide industrial material 1262,Unique,Valid
MAT1263,Hydrochloric Acid Industrial Material 1263,CAT001,SUP485,DRUM,4527.87,Japan,Valid,hydrochloric acid industrial material 1263,Unique,Valid
MAT1264,Sodium Carbonate Premium Material 1264,CAT003,SUP296,BOX,3490.75,Switzerland,Valid,sodium carbonate premium material 1264,Unique,Valid
MAT1265,Toluene B Material 1265,CAT002,SUP340,KG,1223.65,Singapore,Valid,toluene b material 1265,Unique,Valid
MAT1266,Hydrogen Peroxide Industrial Material 1266,CAT004,SUP491,L,3030.61,Singapore,Valid,hydrogen peroxide industrial material 1266,Unique,Valid
MAT1267,Acetic Acid Industrial Material 1267,CAT005,SUP066,DRUM,2138.97,Switzerland,Valid,acetic acid industrial material 1267,Potential Duplicate - Review,Valid
MAT1268,Sodium Chloride Industrial Material 1268,CAT007,SUP333,L,2030.29,Germany,Valid,sodium chloride industrial material 1268,Unique,Valid
MAT1269,Sodium Chloride Premium Material 1269,CAT003,SUP275,L,399.26,Japan,Valid,sodium chloride premium material 1269,Unique,Valid
MAT1270,Sulfuric Acid Industrial Material 1270,CAT010,SUP337,DRUM,3044.48,France,Valid,sulfuric acid industrial material 1270,Unique,Valid
MAT1271,Hydrogen Peroxide Industrial Material 1271,CAT007,SUP195,KG,4821.89,Singapore,Valid,hydrogen peroxide industrial material 1271,Unique,Valid
MAT1272,Acetone Industrial Material 1272,CAT002,SUP273,KG,3435.7,France,Valid,acetone industrial material 1272,Unique,Valid
MAT1273,Acetone Industrial Material 1273,CAT002,SUP186,TON,3901.45,United States,Valid,acetone industrial material 1273,Unique,Valid
MAT1274,Hydrochloric Acid Industrial Material 1274,CAT001,SUP051,BOX,4898.45,Singapore,Valid,hydrochloric acid industrial material 1274,Unique,Valid
