material_id,material_name,category_id,supplier_id,unit,price,country
MAT0631,Sulfuric Acid B Material 0631,CAT009,SUP268,TON,2766.56,Belgium
MAT0632,Hydrogen Peroxide A Material 0632,CAT007,SUP299,DRUM,265.24,United States
MAT0633,Ethanol Industrial Material 0633,CAT004,SUP405,DRUM,1392.84,Netherlands
MAT0634,Sodium Hydroxide A Material 0634,CAT007,SUP339,TON,3331.76,United Kingdom
MAT0635,Methanol A Material 0635,CAT005,SUP445,BOX,1194.28,France
MAT0636,Ammonium Hydroxide A Material 0636,CAT006,SUP249,DRUM,2681.23,United States
MAT0637,Sulfuric Acid Premium Material 0637,CAT009,SUP475,KG,246.77,Switzerland
MAT0638,Calcium Carbonate Industrial Material 0638,CAT008,SUP202,L,140.94,United Kingdom
MAT0639,Toluene Industrial Material 0639,CAT004,SUP257,TON,4068.87,Japan
MAT0640,Xylene A Material 0640,CAT009,SUP486,TON,1166.63,United Kingdom
MAT0641,Xylene B Material 0641,CAT002,SUP374,BOX,2627.55,Belgium
MAT0642,Hydrochloric Acid Premium Material 0642,CAT004,SUP294,L,2161.0,Japan
MAT0643,Formaldehyde Industrial Material 0643,CAT008,SUP278,L,1073.45,United States
MAT0644,Acetic Acid B Material 0644,CAT003,SUP159,DRUM,4552.34,France
MAT0645,Hydrogen Peroxide B Material 0645,CAT006,SUP035,DRUM,2688.16,Germany
MAT0646,Citric Acid Industrial Material 0646,CAT003,SUP373,KG,3838.9,France
MAT0647,Ethylene Glycol Industrial Material 0647,CAT008,SUP382,TON,802.19,Singapore
MAT0648,Methanol B Material 0648,CAT003,SUP014,DRUM,3103.89,Belgium
MAT0649,Acetic Acid B Material 0649,CAT010,SUP119,Liter,3452.52,United Kingdom
MAT0650,Acetone Premium Material 0650,CAT003,SUP258,DRUM,2370.38,United Kingdom
MAT0651,Citric Acid Premium Material 0651,CAT008,SUP243,L,860.74,Singapore
MAT0652,Ethanol Premium Material 0652,CAT001,SUP474,TON,4753.48,Singapore
MAT0653,Sulfuric Acid B Material 0653,CAT002,SUP091,BOX,4342.29,Netherlands
MAT0654,Isopropyl Alcohol Premium Material 0654,,SUP219,BOX,3892.26,Belgium
MAT0655,Xylene Industrial Material 0655,CAT007,SUP314,drum,,Switzerland
MAT0656,Ethanol A Material 0656,CAT008,SUP234,KG,4395.01,Singapore
MAT0657,Ammonium Hydroxide Premium Material 0657,CAT001,SUP286,BOX,2604.83,India
MAT0658,Sulfuric Acid Industrial Material 0658,CAT008,SUP204,TON,3879.7,Japan
MAT0659,Propylene Glycol B Material 0659,CAT007,SUP151,DRUM,4599.21,Switzerland
MAT0660,Hydrogen Peroxide Premium Material 0660,CAT008,SUP047,DRUM,610.2,Belgium
MAT0661,Sodium Carbonate B Material 0661,CAT007,SUP212,TON,2281.88,United States
MAT0662,Propylene Glycol B Material 0662,CAT008,SUP047,TON,1654.17,United States
MAT0663,Methanol A Material 0663,CAT002,SUP362,BOX,3188.66,Germany
MAT0664,Ammonium Hydroxide Premium Material 0664,CAT009,SUP314,L,1924.46,France
MAT0665,Ethanol B Material 0665,CAT006,SUP290,L,852.51,United States
MAT0666,Citric Acid A Material 0666,CAT007,SUP158,TON,3664.3,Netherlands
MAT0667,Calcium Carbonate B Material 0667,CAT002,SUP461,L,4804.15,India
MAT0668,Formaldehyde Industrial Material 0668,CAT001,SUP235,box,4284.28,Switzerland
MAT0669,Sodium Hydroxide Premium Material 0669,CAT004,SUP112,DRUM,3314.38,Netherlands
MAT0670,Ethylene Glycol Premium Material 0670,CAT002,SUP308,DRUM,82.54,Switzerland
MAT0671,SODIUM CHLORIDE B MATERIAL 0671,CAT001,SUP095,L,322.57,United Kingdom
MAT0672,Ethanol B Material 0672,CAT001,SUP342,DRUM,4198.17,Japan
MAT0673,Isopropyl Alcohol A Material 0673,CAT001,SUP056,BOX,4968.99,United States
MAT0674,Calcium Carbonate B Material 0674,CAT008,SUP384,DRUM,1832.93,India
MAT0675,Acetone Industrial Material 0675,CAT006,SUP189,BOX,4110.31,France
MAT0676,Sodium Carbonate A Material 0676,CAT005,SUP242,L,654.01,Japan
MAT0677,Isopropyl Alcohol Premium Material 0677 ,CAT009,SUP108,L,3079.67,Germany
MAT0678,Acetic Acid A Material 0678,CAT008,SUP371,DRUM,,Japan
MAT0679,Ethylene Glycol Industrial Material 0679,CAT005,SUP270,DRUM,4975.37,United Kingdom
MAT0680,Hydrogen Peroxide Premium Material 0680,CAT009,SUP374,BOX,2487.9,United States
MAT0681,Formaldehyde B Material 0681,CAT005,SUP100,KG,635.13,Netherlands
MAT0682,Methanol B Material 0682,CAT010,SUP213,BOX,275.19,United Kingdom
MAT0683,Sodium Carbonate B Material 0683,CAT001,SUP328,L,3465.58,Japan
MAT0684,Acetone Industrial Material 0684,CAT005,SUP260,DRUM,1653.42,India
MAT0685,Methanol Industrial Material 0685,CAT006,SUP203,DRUM,-768.0,India
MAT0686,CITRIC ACID B MATERIAL 0686,CAT006,SUP427,TON,4615.28,Netherlands
MAT0687,Glycerol A Material 0687,CAT003,SUP247,L,3154.64,Switzerland
MAT0688,Isopropyl Alcohol Premium Material 0688,CAT007,SUP476,KG,4183.77,Japan
MAT0689,Acetic Acid Industrial Material 0689,CAT009,SUP275,KG,1080.9,United Kingdom
MAT0690,Toluene A Material 0690,CAT003,SUP144,KG,1728.8,France
MAT0691,Sodium Carbonate B Material 0691,CAT010,SUP311,BOX,977.53,Germany
MAT0692,Calcium Carbonate Industrial Material 0692,CAT001,SUP140,BOX,479.65,Singapore
MAT0693,Toluene Premium Material 0693,CAT005,SUP111,DRUM,1546.48,Germany
MAT0694,Toluene A Material 0694,CAT004,SUP468,KG,2246.68,India
MAT0695,Glycerol B Material 0695,CAT004,SUP175,BOX,3675.58,Switzerland
MAT0696,Calcium Carbonate Industrial Material 0696,CAT003,SUP394,KG,4119.59,Switzerland
MAT0697,Hydrogen Peroxide B Material 0697,CAT001,SUP236,Box,3582.7,Switzerland
MAT0698,Methanol A Material 0698,CAT005,SUP478,KG,3450.91,Belgium
MAT0699,Acetone Industrial Material 0699,CAT008,SUP456,KG,560.36,Japan
MAT0700,Sodium Hydroxide Industrial Material 0700,CAT004,SUP165,L,1003.1,Japan
MAT0701,Sodium Carbonate Industrial Material 0701,CAT008,SUP344,KG,1399.64,United States
MAT0702,Sodium Chloride A Material 0702,CAT001,SUP491,DRUM,2820.15,Germany
MAT0703,Sulfuric Acid Industrial Material 0703,CAT009,SUP164,TON,750.71,Japan
MAT0704,Acetic Acid B Material 0704,CAT003,SUP037,TON,3085.65,United Kingdom
MAT0705,Sodium Carbonate Premium Material 0705,CAT001,SUP067,KG,2380.14,India
MAT0706,Methanol Premium Material 0706,CAT001,SUP045,BOX,1989.99,Belgium
MAT0707,Acetic Acid Premium Material 0707,CAT010,SUP183,TON,1695.04,Singapore
MAT0708,Sodium Carbonate A Material 0708,CAT008,SUP291,L,509.94,Netherlands
MAT0709,Methanol Premium Material 0709,CAT005,SUP351,BOX,2379.2,Singapore
MAT0710,Hydrogen Peroxide Industrial Material 0710,CAT006,SUP201,L,3513.09,United Kingdom
MAT0711,Isopropyl Alcohol Premium Material 0711,CAT008,SUP016,KG,2402.91,United Kingdom
MAT0712,Glycerol Premium Material 0712,CAT003,SUP145,ton,3041.98,United States
MAT0713,Ammonium Hydroxide A Material 0713,CAT007,SUP419,KG,1663.06,Germany
MAT0714,Calcium Carbonate Premium Material 0714,CAT007,SUP303,BOX,1230.95,Singapore
MAT0715,Sodium Carbonate B Material 0715,CAT008,SUP197,KG,1736.54,Belgium
MAT0716,Ethylene Glycol Premium Material 0716,CAT010,SUP404,ton,2745.41,Singapore
MAT0717,Citric Acid A Material 0717,CAT010,SUP429,BOX,615.9,Belgium
MAT0718,Propylene Glycol Industrial Material 0718,CAT009,SUP050,BOX,922.06,France
MAT0719,Acetone A Material 0719,CAT010,SUP395,BOX,1670.67,India
MAT0720,Acetone B Material 0720,CAT003,SUP455,DRUM,4521.12,India
MAT0721,Hydrogen Peroxide B Material 0721,CAT008,SUP273,TON,1980.41,Belgium
MAT0722,Propylene Glycol B Material 0722,CAT004,SUP349,TON,1533.69,Japan
MAT0723,Ethylene Glycol Industrial Material 0723,CAT002,SUP299,KG,3076.88,Switzerland
MAT0724,Xylene B Material 0724,CAT005,SUP032,TON,4510.32,India
MAT0725,Sodium Hydroxide Industrial Material 0725,CAT002,SUP441,TON,4335.11,Singapore
MAT0726,Ethylene Glycol Premium Material 0726,CAT006,SUP365,BOX,2059.86,France
MAT0727,Sodium Carbonate B Material 0727,CAT003,SUP244,L,981.72,France
MAT0728,Toluene Premium Material 0728,CAT003,SUP148,L,714.67,Germany
MAT0729,Sodium Hydroxide B Material 0729,CAT008,SUP337,BOX,4876.13,United States
MAT0730,Acetone B Material 0730,CAT007,SUP441,BOX,4473.23,Belgium
MAT0731,Ethylene Glycol B Material 0731,CAT008,SUP261,BOX,2782.65,Netherlands
MAT0732,Xylene Industrial Material 0732,CAT004,SUP096,BOX,3042.64,Belgium
MAT0733,Glycerol B Material 0733,CAT009,SUP138,BOX,4636.49,Belgium
MAT0734,Toluene A Material 0734,CAT001,SUP291,BOX,3539.17,Germany
MAT0735,Acetic Acid Premium Material 0735,CAT002,SUP073,DRUM,4918.72,Japan
MAT0736,Propylene Glycol A Material 0736,CAT009,SUP456,DRUM,487.81,Netherlands
MAT0737,Acetone Industrial Material 0737,CAT010,SUP028,TON,2698.41,India
MAT0738,Glycerol Premium Material 0738,CAT009,SUP464,BOX,2891.13,United Kingdom
MAT0739,Ethylene Glycol Industrial Material 0739,CAT005,SUP149,L,224.86,Belgium
MAT0740,Calcium Carbonate Industrial Material 0740,CAT001,SUP323,BOX,2911.8,Belgium
MAT0741,Ethanol Industrial Material 0741,CAT010,SUP014,TON,2449.56,United States
MAT0742,Ammonium Hydroxide A Material 0742,CAT005,SUP130,L,3098.2,Japan
MAT0743,Sodium Chloride A Material 0743,CAT002,SUP310,L,4555.15,United States
MAT0744,Propylene Glycol Industrial Material 0744,CAT003,SUP134,L,2450.35,Switzerland
MAT0745,Ethanol Industrial Material 0745,CAT002,SUP496,l,2997.94,United States
MAT0746,Glycerol Premium Material 0746,CAT007,SUP122,BOX,3643.7,United States
MAT0747,Sulfuric Acid Industrial Material 0747,CAT001,SUP329,TON,3789.65,Germany
MAT0748,Ethanol B Material 0748,,SUP205,BOX,1541.77,Switzerland
MAT0749,Hydrochloric Acid Premium Material 0749,CAT007,SUP243,TON,768.49,France
MAT0750,Sodium Hydroxide Industrial Material 0750,CAT008,SUP196,TON,4810.73,India
MAT0751,Methanol Industrial Material 0751,CAT007,SUP313,TON,1708.09,Japan
MAT0752,Methanol Industrial Material 0752,CAT010,SUP201,BOX,3877.1,Singapore
MAT0753,Acetic Acid B Material 0753,CAT009,SUP173,L,1600.69,India
MAT0754,Sodium Hydroxide A Material 0754,CAT001,SUP211,KG,2650.06,Netherlands
MAT0755,Toluene B Material 0755,CAT005,SUP129,L,218.51,Belgium
MAT0756,Acetone A Material 0756,CAT010,SUP337,Liter,4754.92,Germany
MAT0757,Methanol A Material 0757,CAT010,SUP067,BOX,3299.15,Belgium
MAT0758,Citric Acid A Material 0758,CAT003,SUP130,TON,2361.43,Germany
MAT0759,Propylene Glycol Industrial Material 0759,CAT007,SUP355,TON,,Germany
MAT0760,Sodium Chloride A Material 0760,CAT007,SUP199,TON,4979.99,Japan
MAT0761,Sodium Chloride B Material 0761,CAT008,SUP036,BOX,4898.14,Singapore
MAT0762,Formaldehyde Premium Material 0762,CAT003,SUP331,BOX,586.73,Switzerland
MAT0763,Ethylene Glycol B Material 0763,CAT010,SUP330,KG,4567.42,Japan
MAT0764,Methanol A Material 0764,CAT002,SUP037,DRUM,3651.35,Netherlands
MAT0765,Sodium Hydroxide Premium Material 0765,CAT003,SUP335,KG,4667.82,France
MAT0766,Sodium Chloride B Material 0766,CAT006,SUP464,BOX,2894.47,Switzerland
MAT0767,Glycerol Premium Material 0767,CAT007,SUP207,Kilogram,2723.64,India
MAT0768,Xylene Premium Material 0768,CAT002,SUP291,DRUM,4678.46,United Kingdom
MAT0769,Isopropyl Alcohol Industrial Material 0769,CAT007,SUP029,KG,1858.51,United Kingdom
MAT0770,Acetone Premium Material 0770,CAT005,SUP332,L,924.26,India
MAT0771,Xylene B Material 0771,CAT005,SUP357,BOX,4487.48,United Kingdom
MAT0772,Glycerol A Material 0772,CAT008,SUP377,L,742.72,Singapore
MAT0773,Sodium Hydroxide B Material 0773,CAT008,SUP200,KG,3974.06,Japan
MAT0774,Glycerol Premium Material 0774,CAT001,SUP019,TON,327.47,India
MAT0775,Xylene A Material 0775,CAT004,SUP414,DRUM,2318.93,Switzerland
MAT0776,Hydrogen Peroxide B Material 0776 ,CAT002,SUP019,L,2470.03,India
MAT0777,Glycerol A Material 0777,CAT004,SUP360,L,121.11,India
MAT0778,Calcium Carbonate A Material 0778,CAT008,SUP313,L,4184.99,Germany
MAT0779,Methanol A Material 0779,CAT008,SUP305,DRUM,1141.83,Singapore
MAT0780,Ethylene Glycol Industrial Material 0780,CAT007,SUP167,KG,4880.47,Belgium
MAT0781,Sodium Carbonate B Material 0781,CAT006,SUP429,L,3832.93,Belgium
MAT0782,Citric Acid Industrial Material 0782,CAT002,SUP062,TON,749.12,France
MAT0783,Citric Acid Industrial Material 0783,CAT009,SUP085,BOX,1256.04,Belgium
MAT0784,Ethanol B Material 0784,CAT002,SUP406,DRUM,1911.85,United States
MAT0785,Sodium Hydroxide Premium Material 0785,,SUP004,KG,938.09,Germany
MAT0786,Acetic Acid Industrial Material 0786,CAT007,SUP356,BOX,3477.17,Singapore
MAT0787,Hydrogen Peroxide Industrial Material 0787 ,CAT009,SUP231,BOX,1234.31,United States
MAT0788,Formaldehyde A Material 0788,CAT010,SUP093,BOX,3079.65,Germany
MAT0789,Calcium Carbonate Industrial Material 0789,CAT007,SUP003,DRUM,1216.41,Germany
MAT0790,Ammonium Hydroxide A Material 0790,CAT010,SUP186,DRUM,2562.33,Netherlands
MAT0791,Sulfuric Acid Industrial Material 0791,CAT001,SUP100,KG,3993.23,Netherlands
MAT0792,Glycerol B Material 0792,CAT003,SUP344,KG,317.44,United Kingdom
MAT0793,Calcium Carbonate B Material 0793,CAT007,SUP129,TON,3103.26,Netherlands
MAT0794,Ethanol A Material 0794,CAT001,SUP474,DRUM,920.64,India
MAT0795,glycerol a material 0795,CAT002,SUP459,L,3620.95,Belgium
MAT0796,Acetic Acid Industrial Material 0796,CAT007,SUP102,TON,1188.81,Germany
MAT0797,Isopropyl Alcohol B Material 0797,CAT002,SUP122,BOX,4355.94,France
MAT0798,Hydrochloric Acid A Material 0798,CAT008,SUP300,BOX,318.98,France
MAT0799,Hydrogen Peroxide B Material 0799,CAT010,SUP233,L,1967.29,United States
MAT0800,Propylene Glycol B Material 0800,CAT006,SUP500,TON,1050.94,United States
MAT0801,Ethanol A Material 0801,CAT005,SUP070,KG,4265.67,Netherlands
MAT0802,Ethylene Glycol B Material 0802,CAT006,SUP113,TON,3038.0,Belgium
MAT0803,Citric Acid B Material 0803,CAT002,SUP211,DRUM,2471.61,Singapore
MAT0804,Acetic Acid Premium Material 0804,CAT008,SUP143,KG,3663.59,Singapore
MAT0805,Hydrochloric Acid Industrial Material 0805,CAT007,SUP297,L,4464.52,Belgium
MAT0806,Hydrogen Peroxide A Material 0806,CAT007,SUP023,KG,4956.8,Switzerland
MAT0807,Ethanol Premium Material 0807,CAT009,SUP202,BOX,4058.1,Germany
MAT0808,Propylene Glycol Premium Material 0808,CAT004,SUP043,DRUM,3777.74,France
MAT0809,Sulfuric Acid B Material 0809,CAT006,SUP152,L,3255.82,Germany
MAT0810,Sodium Hydroxide Premium Material 0810,CAT005,SUP083,BOX,4296.71,Belgium
MAT0811,Sodium Hydroxide Premium Material 0811,CAT008,SUP396,L,-246.0,France
MAT0812,Citric Acid Industrial Material 0812,CAT008,SUP361,KG,4308.89,Germany
MAT0813,Xylene Industrial Material 0813,CAT009,SUP017,TON,2158.22,Japan
MAT0814,Formaldehyde B Material 0814,CAT002,SUP318,TON,3692.02,India
MAT0815,Ammonium Hydroxide Industrial Material 0815,CAT001,SUP057,BOX,1859.67,Belgium
MAT0816,Ethanol Industrial Material 0816,CAT006,SUP090,DRUM,3539.12,Switzerland
MAT0817,Sulfuric Acid B Material 0817,CAT006,SUP123,DRUM,612.11,Netherlands
MAT0818,Acetic Acid B Material 0818,CAT004,SUP165,TON,4494.77,Switzerland
MAT0819,Ethylene Glycol Industrial Material 0819,CAT001,SUP033,TON,1758.87,Netherlands
MAT0820,Ammonium Hydroxide A Material 0820,CAT008,SUP364,DRUM,3407.63,Switzerland
MAT0821,Calcium Carbonate Premium Material 0821,CAT010,SUP189,KG,982.35,Netherlands
MAT0822,Acetone A Material 0822,CAT007,SUP460,L,1477.44,Germany
MAT0823,Methanol B Material 0823,CAT005,SUP058,L,2506.83,Singapore
MAT0824,Ammonium Hydroxide A Material 0824,CAT005,SUP214,Drum,4662.02,Netherlands
MAT0825,Toluene Premium Material 0825,CAT008,SUP378,KG,1493.01,Germany
MAT0826,Sodium Hydroxide B Material 0826,CAT009,SUP331,TON,2087.87,United Kingdom
MAT0827,isopropyl alcohol premium material 0827,CAT010,SUP341,DRUM,4217.44,Netherlands
MAT0828,Propylene Glycol Industrial Material 0828,CAT010,SUP068,TON,900.1,Japan
MAT0829,Hydrochloric Acid Premium Material 0829,CAT006,SUP498,TON,3860.26,India
MAT0830,Hydrogen Peroxide Industrial Material 0830,CAT005,SUP234,L,3112.22,United States
MAT0831,Sodium Carbonate Industrial Material 0831,CAT003,SUP499,L,4204.69,United States
MAT0832,Citric Acid B Material 0832,CAT002,SUP022,TON,2893.9,Netherlands
MAT0833,sodium chloride industrial material 0833,CAT003,SUP106,DRUM,3550.32,United Kingdom
MAT0834,Toluene B Material 0834,CAT006,SUP230,DRUM,4878.56,Switzerland
MAT0835,Calcium Carbonate A Material 0835,CAT001,SUP208,BOX,3854.16,Netherlands
MAT0836,Isopropyl Alcohol B Material 0836,CAT001,SUP497,DRUM,4879.23,United Kingdom
MAT0837,Calcium Carbonate Premium Material 0837,CAT005,SUP497,DRUM,3351.09,Belgium
MAT0838,Propylene Glycol Industrial Material 0838,CAT002,SUP375,Box,4505.86,United States
MAT0839,Sodium Carbonate A Material 0839,CAT005,SUP013,BOX,3106.73,Singapore
MAT0840,Propylene Glycol Industrial Material 0840,CAT002,SUP168,KG,3060.35,Singapore
MAT0841,Acetic Acid B Material 0841,CAT005,SUP101,KG,463.77,Netherlands
MAT0842,Acetone Premium Material 0842,CAT004,SUP252,tonne,3035.7,Switzerland
MAT0843,Ethanol Industrial Material 0843,CAT007,SUP076,BOX,1879.67,United Kingdom
MAT0844,Sodium Hydroxide Industrial Material 0844,CAT006,SUP180,TON,4888.74,Switzerland
MAT0845,Acetone B Material 0845,CAT008,SUP380,BOX,-411.0,Japan
MAT0846,Citric Acid Premium Material 0846,CAT007,SUP072,DRUM,3009.78,United States
MAT0847,Sulfuric Acid Industrial Material 0847,CAT008,SUP445,DRUM,4933.86,Germany
MAT0848,Acetic Acid Premium Material 0848,CAT002,SUP004,BOX,3212.09,Japan
MAT0849,Ethylene Glycol B Material 0849,CAT009,SUP237,DRUM,3788.46,United States
MAT0850,Sulfuric Acid B Material 0850,CAT007,SUP149,DRUM,2478.4,Japan
MAT0851,Acetic Acid Industrial Material 0851,CAT008,SUP287,BOX,1161.38,India
MAT0852,Hydrogen Peroxide Industrial Material 0852,CAT005,SUP490,BOX,664.68,Japan
MAT0853,Ethylene Glycol B Material 0853,CAT008,SUP465,L,190.79,Japan
MAT0854,Glycerol A Material 0854,CAT010,SUP382,TON,2926.28,Belgium
MAT0855,Ethylene Glycol Industrial Material 0855,CAT008,SUP499,KG,1897.35,Belgium
MAT0856,Sodium Hydroxide Industrial Material 0856,CAT003,SUP298,KG,773.38,Netherlands
MAT0857,Hydrogen Peroxide Industrial Material 0857,CAT003,SUP028,TON,1837.76,United Kingdom
MAT0858,Ethanol Industrial Material 0858,CAT005,SUP272,KG,,United States
MAT0859,Methanol B Material 0859,CAT009,SUP166,TON,4142.77,Japan
MAT0860,Sodium Chloride Industrial Material 0860,CAT002,SUP274,DRUM,1790.57,United States
MAT0861,Sodium Hydroxide B Material 0861,CAT009,SUP145,TON,3905.1,France
MAT0862,Isopropyl Alcohol B Material 0862,CAT002,SUP112,L,2541.75,Singapore
MAT0863,Sodium Carbonate A Material 0863,CAT007,SUP236,KG,627.0,United States
MAT0864,Sodium Hydroxide Premium Material 0864,CAT006,SUP160,TON,738.12,Netherlands
MAT0865,Formaldehyde Industrial Material 0865,CAT003,SUP364,TON,192.36,Germany
MAT0866,Hydrochloric Acid B Material 0866,CAT003,SUP353,L,1571.77,Singapore
MAT0867,Hydrogen Peroxide A Material 0867,CAT007,SUP354,kg,434.79,Netherlands
MAT0868,Ethylene Glycol A Material 0868,CAT004,SUP056,KG,3975.62,Switzerland
MAT0869,Acetic Acid A Material 0869,CAT008,SUP061,TON,264.24,Japan
MAT0870,Sodium Hydroxide A Material 0870,CAT002,SUP472,DRUM,1066.74,Singapore
MAT0871,Citric Acid Industrial Material 0871,CAT001,SUP047,L,4237.01,Japan
MAT0872,Acetic Acid Industrial Material 0872,CAT006,SUP083,DRUM,3914.97,Belgium
MAT0873,Hydrochloric Acid A Material 0873,,SUP420,DRUM,3828.06,Switzerland
MAT0874,Sulfuric Acid B Material 0874,CAT005,SUP088,DRUM,71.43,Germany
MAT0875,Sulfuric Acid Premium Material 0875,CAT006,SUP358,DRUM,966.37,Germany
MAT0876,Citric Acid Industrial Material 0876,CAT007,SUP218,L,2595.54,France
MAT0877,Methanol Industrial Material 0877,CAT002,SUP239,KG,2622.65,Netherlands
MAT0878,Toluene Industrial Material 0878,CAT009,SUP370,KG,457.13,Netherlands
MAT0879,Methanol Premium Material 0879,CAT005,SUP234,DRUM,3694.06,Netherlands
MAT0880,Hydrochloric Acid Premium Material 0880,CAT005,SUP438,BOX,984.49,Germany
MAT0881,Glycerol Industrial Material 0881,CAT003,SUP007,BOX,3376.87,France
MAT0882,Propylene Glycol A Material 0882,CAT002,SUP074,BOX,2033.09,Belgium
MAT0883,Methanol B Material 0883,CAT002,SUP187,L,1726.23,Belgium
MAT0884,Xylene A Material 0884,CAT004,SUP430,BOX,3639.74,Japan
MAT0885,Acetic Acid Industrial Material 0885,CAT007,SUP183,BOX,3350.05,France
MAT0886,Glycerol Industrial Material 0886,CAT003,SUP394,BOX,584.78,Japan
MAT0887,Glycerol Premium Material 0887,CAT004,SUP322,L,197.13,India
MAT0888,Acetone Premium Material 0888,CAT001,SUP498,L,1944.03,United Kingdom
MAT0889,Hydrogen Peroxide Industrial Material 0889,CAT010,SUP320,KG,3812.85,Switzerland
MAT0890,glycerol premium material 0890,CAT004,SUP151,BOX,2476.74,Japan
MAT0891,Sodium Carbonate Industrial Material 0891,CAT009,SUP280,KG,4765.27,India
MAT0892,Ethylene Glycol A Material 0892,CAT007,SUP231,TON,4271.73,Netherlands
MAT0893,Propylene Glycol A Material 0893,CAT001,SUP091,DRUM,3314.08,Japan
MAT0894,Citric Acid Premium Material 0894,CAT007,SUP069,TON,3592.83,Netherlands
MAT0895,Methanol Premium Material 0895,,SUP351,DRUM,2882.44,Netherlands
MAT0896,Sodium Carbonate B Material 0896 ,CAT009,SUP029,BOX,1353.79,Belgium
MAT0897,Xylene Industrial Material 0897,CAT005,SUP165,KG,189.33,India
MAT0898,Hydrogen Peroxide Industrial Material 0898,CAT006,SUP415,DRUM,183.15,United Kingdom
MAT0899,Xylene A Material 0899,CAT007,SUP177,TON,2089.05,India
MAT0900,Hydrochloric Acid B Material 0900,CAT004,SUP332,TON,2983.03,Germany
MAT0901,Calcium Carbonate A Material 0901,CAT006,SUP087,KG,2715.16,India
MAT0902,Propylene Glycol Premium Material 0902,CAT010,SUP264,BOX,1369.76,Netherlands
MAT0903,Acetic Acid A Material 0903,CAT006,SUP194,DRUM,1981.99,Belgium
MAT0904,Methanol Premium Material 0904,CAT002,SUP354,L,1713.04,Switzerland
MAT0905,Isopropyl Alcohol B Material 0905,CAT010,SUP154,TON,4848.67,Singapore
MAT0906,Glycerol A Material 0906,CAT009,SUP110,TON,,Japan
MAT0907,Acetic Acid Premium Material 0907,CAT004,SUP320,KG,3602.65,Belgium
MAT0908,Methanol Industrial Material 0908,CAT005,SUP035,DRUM,4015.87,Netherlands
MAT0909,ETHYLENE GLYCOL B MATERIAL 0909,CAT006,SUP408,KG,3275.11,Japan
MAT0910,Ammonium Hydroxide Industrial Material 0910,CAT007,SUP340,DRUM,1601.1,France
MAT0911,Xylene Industrial Material 0911,CAT010,SUP264,BOX,3374.22,Switzerland
MAT0912,Citric Acid A Material 0912,CAT009,SUP442,L,2905.37,Singapore
MAT0913,Propylene Glycol Industrial Material 0913,CAT009,SUP415,DRUM,4271.23,France
MAT0914,Acetic Acid A Material 0914 ,CAT009,SUP103,TON,2339.31,Singapore
MAT0915,Hydrogen Peroxide Industrial Material 0915,CAT007,SUP211,TON,4307.92,Germany
MAT0916,Sulfuric Acid Premium Material 0916,CAT005,SUP422,TON,3247.91,Japan
MAT0917,Formaldehyde B Material 0917,CAT007,SUP123,KG,792.31,India
MAT0918,Hydrochloric Acid Industrial Material 0918,CAT008,SUP249,DRUM,4956.9,France
MAT0919,Ethanol B Material 0919,CAT003,SUP140,L,194.25,Japan
MAT0920,Sodium Carbonate B Material 0920,CAT001,SUP494,BOX,3922.06,India
MAT0921,Acetone Industrial Material 0921,CAT010,SUP153,KG,4507.85,France
MAT0922,Toluene A Material 0922,CAT007,SUP483,L,1218.4,Belgium
MAT0923,Ammonium Hydroxide A Material 0923,CAT009,SUP341,DRUM,4750.89,Switzerland
MAT0924,Sodium Chloride Premium Material 0924,CAT002,SUP122,DRUM,655.27,United Kingdom
MAT0925,Isopropyl Alcohol Premium Material 0925,CAT004,SUP479,BOX,1129.14,Germany
MAT0926,Citric Acid B Material 0926,CAT005,SUP226,BOX,1308.81,Belgium
MAT0927,Ethanol Premium Material 0927,CAT009,SUP192,KG,1616.63,France
MAT0928,Glycerol B Material 0928,CAT005,SUP451,L,1846.84,United Kingdom
MAT0929,Calcium Carbonate A Material 0929,CAT010,SUP018,KG,3468.88,Singapore
MAT0930,Sodium Chloride Premium Material 0930,,SUP328,TON,4520.63,Germany
MAT0931,Sodium Carbonate B Material 0931,CAT008,SUP199,KG,4553.46,France
MAT0932,Sodium Chloride Industrial Material 0932,CAT002,SUP480,L,1522.24,United States
MAT0933,Propylene Glycol Industrial Material 0933,CAT007,SUP405,KG,1406.48,Germany
MAT0934,Glycerol Premium Material 0934,CAT007,SUP475,TON,3601.06,Germany
MAT0935,Citric Acid Industrial Material 0935,CAT009,SUP034,TON,2133.31,Switzerland
MAT0936,Isopropyl Alcohol Premium Material 0936,CAT001,SUP391,KG,3224.8,United States
MAT0937,Propylene Glycol B Material 0937,CAT001,SUP206,L,3160.07,United Kingdom
MAT0938,Acetic Acid A Material 0938,CAT002,SUP081,L,2606.01,United States
MAT0939,Formaldehyde Premium Material 0939,CAT006,SUP232,BOX,4373.85,United States
MAT0940,Sodium Chloride B Material 0940,CAT010,SUP424,TON,4007.67,Singapore
MAT0941,Acetone Premium Material 0941,CAT006,SUP094,box,4388.13,Belgium
MAT0942,Hydrochloric Acid A Material 0942,CAT001,SUP473,DRUM,3253.18,Singapore
MAT0943,Acetone Premium Material 0943,CAT004,SUP135,L,296.43,Belgium
MAT0944,Ethylene Glycol Industrial Material 0944,CAT003,SUP046,TON,892.11,Belgium
MAT0945,Methanol A Material 0945,CAT009,SUP223,BOX,4144.92,Netherlands
