purchase_id,material_id,supplier_id,purchase_date,quantity,total_amount
PO06063,MAT1974,SUP365,2025-07-04,628.74,258519.03
PO06064,MAT0321,SUP076,2025-02-21,625.42,2212892.32
PO06065,MAT1661,SUP008,2025-08-24,58.88,179237.79
PO06066,MAT0436,SUP324,2025-09-26,709.21,740698.92
PO06067,MAT1979,SUP482,2026-03-31,422.99,877941.12
PO06068,MAT0520,SUP087,2025-04-01,250.02,457714.11
PO06069,MAT0984,SUP161,2026-03-04,399.97,1453598.97
PO06070,MAT1005,SUP183,2026-07-01,917.03,838935.73
PO06071,MAT0031,SUP426,2025-01-26,516.73,222100.89
PO06072,MAT0607,SUP423,2025-03-26,148.93,455971.53
PO06073,MAT0059,SUP181,2025-05-21,677.64,1948072.7
PO06074,MAT1413,SUP050,2026-03-16,524.71,594066.17
PO06075,MAT0123,SUP179,2025-12-24,854.52,3992163.63
PO06076,MAT0471,SUP437,2026-08-09,310.07,1322253.21
PO06077,MAT0018,SUP168,2026-04-15,895.19,79009.47
PO06078,MAT1323,SUP477,2025-09-20,771.41,3058548.08
PO06079,MAT1356,SUP164,2025-01-04,873.1,1731767.66
PO06080,MAT1657,SUP376,2025-08-14,82.91,389931.53
PO06081,MAT1300,SUP216,2025-04-01,45.97,207321.94
PO06082,MAT1289,SUP188,2025-12-24,684.07,1773615.65
PO06083,MAT1339,SUP236,2025-08-06,677.6,2769493.5
PO06084,MAT0587,SUP286,2025-09-08,18.28,73802.76
PO06085,MAT1138,SUP483,2026-03-20,502.22,1267608.3
PO06086,MAT0570,SUP415,2025-07-27,608.61,1274350.22
PO06087,MAT1730,SUP385,2026-05-31,297.31,206023.94
PO06088,MAT1611,SUP335,2025-05-23,103.72,315913.49
PO06089,MAT1787,SUP126,2026-08-22,987.56,2218138.76
PO06090,MAT1707,SUP464,2025-11-12,148.53,538357.38
PO06091,MAT1161,SUP168,2026-03-09,610.34,1495064.45
PO06092,MAT0398,SUP025,2026-05-01,998.71,2110314.18
PO06093,MAT0131,SUP465,2025-12-31,651.16,2135075.5
PO06094,MAT1298,SUP225,2025-04-17,411.48,350202.4
PO06095,MAT0167,SUP105,2026-05-13,432.87,1407342.62
PO06096,MAT1367,SUP188,2025-04-11,514.0,226684.28
PO06097,MAT1421,SUP475,2026-05-06,404.15,219667.65
PO06098,MAT0610,SUP070,2025-05-09,661.62,54596.88
PO06099,MAT0169,SUP097,2026-07-10,812.39,2953289.49
PO06100,MAT1911,SUP342,2025-08-10,415.08,2040649.5
PO06101,MAT0858,SUP272,2025-08-30,438.12,1136325.56
PO06102,MAT0904,SUP354,2026-06-23,906.99,1553710.15
PO06103,MAT1132,SUP468,2026-01-02,34.33,3166.6
PO06104,MAT0826,SUP331,2026-02-11,880.31,1837972.84
PO06105,MAT1013,SUP497,2025-06-15,465.29,1794921.32
PO06106,MAT0402,SUP312,2026-02-16,180.18,702864.16
PO06107,MAT1346,SUP389,2025-06-12,192.23,858754.85
PO06108,MAT0687,SUP247,2026-03-19,440.63,1390029.02
PO06109,MAT0200,SUP096,2026-06-12,832.49,1891234.13
PO06110,MAT0379,SUP431,2026-06-12,21.08,19954.75
PO06111,MAT1227,SUP088,2025-07-19,453.07,259187.75
PO06112,MAT1279,SUP005,2026-02-11,94.77,339319.25
PO06113,MAT1541,SUP193,2026-02-09,989.62,3017272.21
PO06114,MAT1702,SUP141,2025-11-29,177.32,861269.84
PO06115,MAT1857,SUP104,2026-07-18,917.61,787566.31
PO06116,MAT0570,SUP415,2026-07-05,967.78,2026405.51
PO06117,MAT0199,SUP003,2025-01-01,469.16,1056285.59
PO06118,MAT1398,SUP179,2026-08-18,587.89,1392723.17
PO06119,MAT0782,SUP062,2025-11-22,569.94,426953.45
PO06120,MAT1313,SUP365,2025-04-19,144.22,183518.51
PO06121,MAT1046,SUP120,2025-12-16,626.26,1082202.33
PO06122,MAT0534,SUP315,2026-05-07,470.2,1802281.3
PO06123,MAT1505,SUP214,2026-03-21,329.49,520973.11
PO06124,MAT1393,SUP206,2026-05-23,386.38,1658400.92
PO06125,MAT0467,SUP347,2025-01-26,553.55,2651000.77
PO06126,MAT1561,SUP419,2025-07-12,913.01,4222360.83
PO06127,MAT0949,SUP190,2026-01-14,960.0,3299635.2
PO06128,MAT1648,SUP015,2026-06-29,34.39,47328.21
PO06129,MAT0880,SUP438,2025-01-31,925.03,910682.78
PO06130,MAT0729,SUP337,2025-10-25,133.55,651207.16
PO06131,MAT0402,SUP312,2026-03-28,118.27,461359.44
PO06132,MAT0125,SUP022,2026-02-01,336.36,1607397.17
PO06133,MAT0712,SUP145,2026-07-19,586.89,1785307.64
PO06134,MAT1284,SUP085,2026-08-09,79.27,26491.24
PO06135,MAT0410,SUP094,2025-05-23,594.33,1208778.07
PO06136,MAT0777,SUP360,2025-12-27,868.73,105211.89
PO06137,MAT0718,SUP050,2025-12-26,803.42,740801.45
PO06138,MAT0250,SUP207,2026-07-02,537.55,2022005.08
PO06139,MAT0131,SUP465,2025-03-24,651.8,2137173.98
PO06140,MAT0213,SUP420,2025-11-12,530.33,1793173.01
PO06141,MAT1577,SUP249,2025-02-10,65.52,28718.07
PO06142,MAT1529,SUP105,2026-01-05,776.13,1858846.87
PO06143,MAT0409,SUP458,2025-01-05,721.22,3445765.58
PO06144,MAT1346,SUP389,2025-07-08,269.27,1202917.95
PO06145,MAT1508,SUP495,2025-07-05,527.62,1655560.76
PO06146,MAT1205,SUP257,2026-04-03,565.57,1871759.57
PO06147,MAT0607,SUP423,2026-05-19,356.08,1090192.33
PO06148,MAT1183,SUP330,2026-04-20,992.49,2608581.32
PO06149,MAT1237,SUP203,2025-08-27,646.13,1753952.19
PO06150,MAT0288,SUP234,2025-05-25,593.75,1113964.06
PO06151,MAT0734,SUP291,2025-01-19,132.26,468090.62
PO06152,MAT0667,SUP461,2025-06-03,346.5,1664637.98
PO06153,MAT0063,SUP023,2025-01-14,73.17,201420.18
PO06154,MAT0844,SUP180,2026-06-04,397.51,1943323.04
PO06155,MAT0099,SUP063,2025-02-06,498.47,1134268.49
PO06156,MAT1534,SUP342,2025-06-25,575.9,1143962.0
PO06157,MAT0734,SUP291,2025-01-24,407.49,1442176.38
PO06158,MAT0739,SUP149,2025-12-19,157.74,35469.42
PO06159,MAT0679,SUP270,2025-07-05,170.43,847952.31
PO06160,MAT1972,SUP181,2025-07-13,413.99,128150.6
PO06161,MAT1137,SUP437,2025-08-04,822.63,163719.82
PO06162,MAT0947,SUP439,2026-07-29,25.52,77080.86
PO06163,MAT0814,SUP318,2025-06-22,887.57,3276926.19
PO06164,MAT0351,SUP204,2025-01-14,784.63,1305883.25
PO06165,MAT0655,SUP314,2026-05-26,642.55,1920800.42
PO06166,MAT1431,SUP402,2025-01-21,941.02,3973927.46
PO06167,MAT1006,SUP221,2025-09-25,787.64,2447150.22
PO06168,MAT1130,SUP061,2026-01-30,654.7,1200176.4
PO06169,MAT1005,SUP183,2026-03-10,147.5,134938.9
PO06170,MAT1038,SUP309,2026-08-11,456.72,272278.2
PO06171,MAT1970,SUP485,2025-09-02,474.88,745675.57
PO06172,MAT0091,SUP315,2025-10-23,994.2,509497.67
PO06173,MAT1572,SUP309,2025-12-01,499.87,2494621.23
PO06174,MAT1155,SUP358,2025-04-05,808.69,422855.91
PO06175,MAT1627,SUP146,2025-10-11,312.02,198703.7
PO06176,MAT0649,SUP119,2026-01-12,902.28,3115139.75
PO06177,MAT1425,SUP158,2026-05-23,263.16,890228.17
PO06178,MAT0405,SUP487,2026-01-25,547.32,2139282.32
PO06179,MAT1922,SUP439,2026-05-20,791.1,1346555.04
PO06180,MAT0567,SUP192,2026-01-06,649.48,1356172.69
PO06181,MAT1910,SUP443,2025-09-17,940.35,3967816.23
PO06182,MAT0421,SUP228,2025-08-13,261.84,593876.69
PO06183,MAT1550,SUP299,2025-03-09,287.88,910886.87
PO06184,MAT1154,SUP128,2026-03-16,897.36,4042445.28
PO06185,MAT1460,SUP216,2026-07-04,666.03,442417.09
PO06186,MAT1604,SUP262,2026-03-05,360.4,1415708.86
PO06187,MAT1369,SUP211,2026-06-11,206.64,464458.53
PO06188,MAT1906,SUP381,2025-10-02,511.61,1176252.78
PO06189,MAT1736,SUP426,2025-10-31,565.95,2006751.17
PO06190,MAT0801,SUP070,2025-08-23,664.74,2835561.48
PO06191,MAT1609,SUP410,2025-12-28,658.36,785364.23
PO06192,MAT0757,SUP067,2026-03-16,633.68,2090605.37
PO06193,MAT1424,SUP004,2026-03-03,833.8,3270055.21
PO06194,MAT0872,SUP083,2025-08-10,439.83,1721921.26
PO06195,MAT0954,SUP496,2026-02-06,831.57,210861.2
PO06196,MAT1429,SUP373,2026-06-15,320.06,654663.53
PO06197,MAT0837,SUP497,2025-06-07,39.01,130726.02
PO06198,MAT1486,SUP207,2026-04-17,478.03,1429567.84
PO06199,MAT1043,SUP159,2026-06-22,476.29,1090346.88
PO06200,MAT1386,SUP403,2026-06-05,902.08,1558929.55
PO06201,MAT1984,SUP390,2025-10-25,251.27,503743.58
PO06202,MAT0589,SUP151,2026-02-23,773.74,2708353.07
PO06203,MAT1959,SUP016,2026-07-29,226.26,54739.08
PO06204,MAT0418,SUP330,2025-09-15,307.76,785575.87
PO06205,MAT0854,SUP382,2026-03-17,996.85,2917062.22
PO06206,MAT1369,SUP211,2025-12-12,867.86,1950662.89
PO06207,MAT1624,SUP153,2025-02-02,362.47,630164.97
PO06208,MAT1491,SUP362,2025-11-09,325.94,480921.21
PO06209,MAT0802,SUP113,2025-03-03,367.57,1116677.66
PO06210,MAT0254,SUP458,2025-02-02,599.92,166429.81
PO06211,MAT0383,SUP298,2026-06-29,276.45,111276.65
PO06212,MAT0864,SUP160,2026-04-20,173.53,128085.96
PO06213,MAT0387,SUP232,2025-01-09,60.63,65870.86
PO06214,MAT0400,SUP340,2025-07-21,287.56,398670.31
PO06215,MAT1141,SUP323,2025-07-20,571.47,2613372.31
PO06216,MAT0842,SUP252,2026-04-24,452.37,1373259.61
PO06217,MAT0371,SUP459,2026-05-17,907.92,3872596.57
PO06218,MAT0794,SUP474,2025-11-19,276.94,254962.04
PO06219,MAT0657,SUP286,2025-12-20,670.28,1745965.45
PO06220,MAT1689,SUP409,2025-01-05,249.27,737146.23
PO06221,MAT1520,SUP237,2025-01-30,72.8,332489.25
PO06222,MAT0800,SUP500,2025-05-22,341.73,359137.73
PO06223,MAT1393,SUP206,2025-12-26,118.84,510079.11
PO06224,MAT1595,SUP117,2025-02-09,679.82,528328.91
PO06225,MAT0102,SUP240,2025-01-05,306.9,1350795.8
PO06226,MAT1984,SUP390,2025-12-18,32.93,66017.73
PO06227,MAT1005,SUP183,2025-07-09,959.83,878090.88
PO06228,MAT1082,SUP453,2025-04-07,318.54,19010.47
PO06229,MAT1761,SUP293,2025-12-18,234.71,1167647.04
PO06230,MAT0800,SUP500,2025-03-08,147.88,155413.01
PO06231,MAT1863,SUP108,2026-04-21,600.66,2408027.92
PO06232,MAT0479,SUP457,2025-08-27,826.12,844575.52
PO06233,MAT1270,SUP337,2026-05-19,624.24,1900486.2
PO06234,MAT1365,SUP376,2025-12-05,196.21,685912.88
PO06235,MAT1481,SUP237,2025-04-13,120.56,450638.81
PO06236,MAT0213,SUP420,2025-09-02,660.25,2232463.71
PO06237,MAT0434,SUP312,2026-08-13,38.9,54627.27
PO06238,MAT1133,SUP485,2025-06-20,407.09,1676482.11
PO06239,MAT1320,SUP317,2025-07-09,886.07,1366594.62
PO06240,MAT0589,SUP151,2025-09-28,157.5,551303.55
PO06241,MAT0631,SUP268,2026-03-21,842.09,2329692.51
PO06242,MAT1649,SUP396,2026-01-25,907.05,1219936.9
PO06243,MAT1628,SUP454,2025-12-19,119.9,177208.6
PO06244,MAT1280,SUP377,2025-02-22,528.34,164673.01
PO06245,MAT1191,SUP487,2026-05-23,231.21,467347.09
PO06246,MAT1535,SUP076,2025-07-17,558.47,811423.4
PO06247,MAT0041,SUP186,2025-12-25,355.08,655072.89
PO06248,MAT0279,SUP384,2025-12-17,955.01,3512555.43
PO06249,MAT1573,SUP337,2025-09-23,635.6,2097556.27
PO06250,MAT0737,SUP028,2026-03-18,977.03,2636427.52
PO06251,MAT1131,SUP346,2025-03-24,588.75,758086.27
PO06252,MAT0004,SUP416,2025-11-28,102.83,288339.43
PO06253,MAT0392,SUP197,2026-05-04,668.91,1982595.73
PO06254,MAT0699,SUP456,2025-11-08,350.58,196451.01
PO06255,MAT1723,SUP462,2026-01-02,319.54,525879.76
PO06256,MAT1882,SUP267,2025-08-14,691.75,2010903.42
PO06257,MAT1929,SUP273,2025-02-02,924.57,1862037.75
PO06258,MAT1395,SUP231,2026-03-04,144.36,634198.02
PO06259,MAT1762,SUP192,2025-07-10,548.38,1311149.16
PO06260,MAT0705,SUP067,2025-04-21,421.58,1003419.42
PO06261,MAT1341,SUP097,2025-07-24,254.98,193896.99
PO06262,MAT0955,SUP253,2025-09-14,391.42,1720521.84
PO06263,MAT0039,SUP496,2025-05-24,847.4,583273.89
PO06264,MAT1484,SUP258,2025-11-22,832.15,2133832.32
PO06265,MAT0770,SUP332,2026-01-19,963.69,890700.12
PO06266,MAT0048,SUP419,2025-06-20,763.44,3066150.63
PO06267,MAT0321,SUP076,2025-09-21,884.14,3128308.36
PO06268,MAT1742,SUP197,2025-06-27,755.72,1630292.08
PO06269,MAT1884,SUP094,2025-01-30,518.56,392871.43
PO06270,MAT0588,SUP184,2026-06-23,127.34,164389.57
PO06271,MAT1009,SUP493,2026-03-29,398.33,1941687.47
PO06272,MAT1255,SUP093,2025-01-15,593.26,1451558.9
PO06273,MAT1023,SUP455,2025-03-02,429.66,1670616.9
PO06274,MAT1550,SUP299,2025-08-28,93.0,294263.16
PO06275,MAT0052,SUP203,2026-03-18,248.09,471646.38
PO06276,MAT1653,SUP310,2025-08-29,923.72,137264.79
PO06277,MAT1866,SUP360,2025-12-11,950.32,3107204.28
PO06278,MAT0362,SUP364,2026-03-23,747.28,1529502.81
PO06279,MAT1798,SUP114,2025-03-02,317.66,902001.92
PO06280,MAT0086,SUP422,2025-02-03,715.15,296837.31
PO06281,MAT1410,SUP371,2026-07-07,151.41,469634.45
PO06282,MAT1560,SUP216,2025-05-09,915.24,954165.16
PO06283,MAT1475,SUP356,2026-03-05,446.31,188324.97
PO06284,MAT1776,SUP393,2025-04-13,948.17,2629133.18
PO06285,MAT1774,SUP193,2025-08-09,287.59,201859.42
PO06286,MAT0793,SUP129,2025-08-23,829.51,2574185.2
PO06287,MAT0033,SUP310,2026-06-28,920.56,2330646.19
PO06288,MAT1696,SUP287,2026-06-28,957.7,2371226.89
PO06289,MAT0221,SUP179,2025-11-12,507.06,886432.15
PO06290,MAT1143,SUP169,2025-04-03,660.99,3180412.87
PO06291,MAT1414,SUP194,2025-06-05,66.61,118100.86
PO06292,MAT0969,SUP497,2026-01-14,611.73,2017522.24
PO06293,MAT1326,SUP197,2025-09-06,406.73,1589456.1
PO06294,MAT1081,SUP374,2026-01-11,55.74,55721.61
PO06295,MAT0740,SUP323,2025-05-29,557.45,1623182.91
PO06296,MAT0234,SUP148,2025-09-01,116.0,113232.24
PO06297,MAT1235,SUP303,2025-09-19,141.19,139749.86
PO06298,MAT1077,SUP019,2026-01-06,769.44,1915559.35
PO06299,MAT1724,SUP216,2026-03-29,384.81,656805.25
PO06300,MAT1436,SUP141,2025-07-09,610.31,2855109.52
PO06301,MAT0456,SUP371,2025-03-07,119.1,20519.74
PO06302,MAT1771,SUP107,2025-12-06,299.88,563024.7
PO06303,MAT1552,SUP095,2025-01-25,751.0,1882058.57
PO06304,MAT1856,SUP277,2025-09-22,202.14,965333.72
PO06305,MAT1477,SUP175,2025-03-29,526.12,2146190.79
PO06306,MAT1610,SUP376,2025-07-27,650.43,1197643.26
PO06307,MAT1458,SUP485,2025-09-12,441.52,1276451.98
PO06308,MAT1893,SUP420,2026-01-17,232.77,236180.08
PO06309,MAT0667,SUP461,2025-03-28,887.73,4264788.08
PO06310,MAT1293,SUP435,2025-06-10,667.83,223462.6
PO06311,MAT0146,SUP463,2026-08-23,488.97,513751.0
PO06312,MAT1120,SUP199,2025-05-02,681.42,1296483.32
PO06313,MAT0721,SUP273,2025-04-20,327.49,648564.47
PO06314,MAT1746,SUP295,2026-02-22,155.61,303556.21
PO06315,MAT0276,SUP045,2026-08-22,123.55,77111.26
PO06316,MAT1615,SUP086,2026-04-24,608.91,1292228.8
PO06317,MAT0436,SUP324,2026-02-04,904.22,944367.37
PO06318,MAT0358,SUP173,2025-12-14,810.81,1288539.25
PO06319,MAT1755,SUP375,2026-04-08,221.49,593544.47
PO06320,MAT1026,SUP015,2025-06-15,514.14,1533623.06
PO06321,MAT0351,SUP204,2026-03-14,149.84,249383.21
PO06322,MAT0157,SUP415,2025-03-27,746.2,2308645.79
PO06323,MAT1387,SUP457,2026-05-31,494.28,609743.81
PO06324,MAT0268,SUP152,2025-06-09,165.16,649049.07
PO06325,MAT0640,SUP486,2026-07-18,253.72,295997.36
PO06326,MAT1875,SUP052,2026-08-04,900.89,1599890.55
PO06327,MAT0830,SUP234,2025-11-26,448.23,1394990.37
PO06328,MAT0849,SUP237,2026-04-17,440.8,1669953.17
PO06329,MAT0657,SUP286,2026-05-11,122.77,319794.98
PO06330,MAT0622,SUP205,2025-01-28,365.4,804146.74
PO06331,MAT1946,SUP393,2026-08-02,518.71,2542654.17
PO06332,MAT0381,SUP182,2026-04-08,492.45,1838729.51
PO06333,MAT0464,SUP476,2026-03-29,647.03,372281.65
PO06334,MAT1177,SUP326,2025-12-21,851.94,4167017.45
PO06335,MAT1879,SUP253,2025-03-24,379.43,387633.28
PO06336,MAT0869,SUP061,2025-07-21,65.91,17416.06
PO06337,MAT0235,SUP488,2025-10-08,324.62,794932.7
PO06338,MAT0823,SUP058,2025-01-11,810.78,2032487.63
PO06339,MAT1640,SUP487,2025-07-01,15.82,67914.15
PO06340,MAT0398,SUP025,2026-01-22,744.98,1574172.54
PO06341,MAT1945,SUP357,2026-06-18,251.6,424232.82
PO06342,MAT1400,SUP169,2026-05-22,559.4,906541.26
PO06343,MAT0586,SUP360,2025-02-05,888.18,3524085.08
PO06344,MAT0327,SUP163,2025-11-14,641.57,733590.39
PO06345,MAT0946,SUP098,2025-02-26,178.4,263213.14
PO06346,MAT1925,SUP173,2025-11-20,507.97,2277793.36
PO06347,MAT1538,SUP184,2026-04-09,763.62,3273188.4
PO06348,MAT0563,SUP247,2025-02-18,245.36,288123.79
PO06349,MAT1024,SUP172,2025-02-18,279.48,1017094.8
PO06350,MAT0038,SUP448,2025-07-30,280.41,476736.26
PO06351,MAT1094,SUP317,2026-04-16,682.63,821818.26
PO06352,MAT1376,SUP412,2025-11-01,629.18,2045401.26
PO06353,MAT0018,SUP168,2026-07-04,713.87,63006.17
PO06354,MAT1258,SUP429,2025-05-30,247.69,673211.51
PO06355,MAT0400,SUP340,2026-03-11,546.29,757370.99
PO06356,MAT0070,SUP309,2025-04-09,54.21,149082.92
PO06357,MAT1296,SUP064,2025-09-07,831.8,70045.88
PO06358,MAT1041,SUP480,2025-05-16,451.94,2011508.11
PO06359,MAT0837,SUP497,2025-03-15,57.98,194296.2
PO06360,MAT0503,SUP311,2025-11-18,109.13,101298.83
PO06361,MAT0821,SUP189,2025-09-08,288.01,282926.62
PO06362,MAT0591,SUP272,2025-03-03,109.54,249143.25
PO06363,MAT0724,SUP032,2025-11-14,168.09,758139.69
PO06364,MAT0398,SUP025,2025-01-03,107.55,227257.45
PO06365,MAT0623,SUP102,2026-07-03,660.96,1326434.36
PO06366,MAT1429,SUP373,2025-06-23,368.05,752824.19
PO06367,MAT0280,SUP140,2025-08-30,182.07,66668.57
PO06368,MAT0540,SUP186,2026-07-18,742.83,3206143.42
PO06369,MAT1190,SUP147,2025-03-20,882.67,2002725.27
PO06370,MAT0314,SUP030,2026-02-01,527.74,1409429.94
PO06371,MAT0212,SUP014,2026-02-25,230.04,1085266.61
PO06372,MAT1447,SUP382,2025-01-10,245.18,541482.48
PO06373,MAT1160,SUP439,2026-08-02,679.97,1369146.79
PO06374,MAT1610,SUP376,2025-03-30,652.03,1200589.36
PO06375,MAT1078,SUP421,2026-05-06,990.45,593467.74
PO06376,MAT1608,SUP138,2026-01-25,604.23,2530660.26
PO06377,MAT1718,SUP396,2026-04-23,751.6,1710551.41
PO06378,MAT1471,SUP299,2025-11-10,651.54,419272.51
PO06379,MAT1829,SUP171,2026-03-15,487.32,2024663.53
PO06380,MAT1635,SUP260,2025-02-17,52.31,74109.15
PO06381,MAT1630,SUP307,2025-12-29,138.11,663106.16
PO06382,MAT1722,SUP072,2025-09-21,701.76,2073532.38
PO06383,MAT1622,SUP459,2025-04-13,782.74,2338897.57
PO06384,MAT1043,SUP159,2026-05-01,914.19,2092809.46
PO06385,MAT0555,SUP086,2026-04-13,123.0,526237.05
PO06386,MAT1854,SUP395,2025-09-05,276.3,1279409.91
PO06387,MAT1199,SUP084,2026-01-09,872.65,3339291.22
PO06388,MAT1508,SUP495,2025-01-29,796.51,2499281.11
PO06389,MAT0181,SUP234,2026-06-30,839.57,293203.03
PO06390,MAT1549,SUP348,2025-11-25,113.16,131968.32
PO06391,MAT1043,SUP159,2025-08-10,464.19,1062646.96
PO06392,MAT1161,SUP168,2026-06-26,377.6,924953.86
PO06393,MAT1990,SUP201,2025-04-23,883.33,713580.47
PO06394,MAT0913,SUP415,2026-08-22,755.94,3228793.61
PO06395,MAT1899,SUP070,2025-09-29,800.56,41428.98
PO06396,MAT1654,SUP468,2025-11-08,368.19,1416010.88
PO06397,MAT1003,SUP089,2026-01-08,426.11,351008.11
PO06398,MAT0039,SUP496,2026-04-29,150.35,103487.41
PO06399,MAT0563,SUP247,2026-02-09,350.68,411800.02
PO06400,MAT1530,SUP475,2026-02-03,824.48,1265263.5
PO06401,MAT1417,SUP499,2025-07-10,458.98,280542.35
PO06402,MAT0664,SUP314,2026-05-26,87.46,168313.27
PO06403,MAT1027,SUP057,2026-03-26,451.69,1904252.77
PO06404,MAT1251,SUP124,2025-04-30,691.22,1706414.81
PO06405,MAT1337,SUP105,2026-05-29,505.47,1601081.28
PO06406,MAT1584,SUP466,2025-05-25,847.99,3209362.31
PO06407,MAT0046,SUP120,2025-09-04,588.81,726520.88
PO06408,MAT0584,SUP080,2026-02-15,115.49,446420.82
PO06409,MAT1320,SUP317,2026-02-16,767.26,1183352.77
PO06410,MAT0039,SUP496,2026-01-26,924.43,636294.41
PO06411,MAT0107,SUP198,2026-03-28,548.46,1250077.46
PO06412,MAT0631,SUP268,2025-01-26,-74.0,1047225.96
PO06413,MAT0729,SUP337,2026-05-22,215.4,1050318.4
PO06414,MAT1217,SUP419,2025-04-11,203.64,958718.79
PO06415,MAT1828,SUP478,2026-06-22,483.05,1152707.05
PO06416,MAT0659,SUP151,2025-10-21,824.93,3794026.31
PO06417,MAT1255,SUP093,2025-02-17,174.21,426248.32
PO06418,MAT1265,SUP340,2025-05-24,225.24,275614.93
PO06419,MAT1975,SUP328,2025-10-23,670.54,85279.28
PO06420,MAT1659,SUP324,2025-03-12,308.91,67095.25
PO06421,MAT1199,SUP084,2026-02-05,886.89,3393782.14
PO06422,MAT1030,SUP154,2025-06-30,499.3,1673289.11
PO06423,MAT1161,SUP168,2025-07-29,730.25,1788791.19
PO06424,MAT1601,SUP168,2025-01-01,303.89,1200793.98
PO06425,MAT1271,SUP195,2025-04-24,80.9,390090.9
PO06426,MAT1954,SUP032,2026-04-14,421.93,144624.95
PO06427,MAT0019,SUP273,2025-04-10,687.36,1736477.57
PO06428,MAT1221,SUP002,2025-06-28,629.95,83354.98
PO06429,MAT0125,SUP022,2025-04-15,380.85,1820005.98
PO06430,MAT0871,SUP047,2025-10-30,516.25,2187356.41
PO06431,MAT0101,SUP479,2025-04-26,604.96,2189707.17
PO06432,MAT1230,SUP478,2026-06-29,739.75,2843132.96
PO06433,MAT1094,SUP317,2025-08-01,888.3,1069424.37
PO06434,MAT0020,SUP224,2026-03-02,269.31,626355.81
PO06435,MAT0951,SUP377,2025-01-28,843.3,1111739.26
PO06436,MAT0378,SUP372,2026-02-02,320.06,1103333.24
PO06437,MAT1274,SUP051,2026-07-06,977.19,4786716.36
PO06438,MAT1376,SUP412,2026-02-01,597.22,1941502.5
PO06439,MAT1102,SUP301,2026-05-10,927.7,309592.04
PO06440,MAT0780,SUP167,2025-08-10,383.63,1872294.71
PO06441,MAT0471,SUP437,2026-07-27,781.62,3333116.88
PO06442,MAT1160,SUP439,2025-08-25,12.96,26095.48
PO06443,MAT1178,SUP312,2025-10-12,545.87,1240276.69
PO06444,MAT0412,SUP483,2026-05-14,686.08,386523.75
PO06445,MAT0574,SUP078,2025-08-22,407.55,1016111.81
PO06446,MAT0615,SUP423,2025-08-21,693.19,2846654.05
PO06447,MAT1309,SUP206,2025-03-22,767.85,1079305.32
PO06448,MAT0944,SUP046,2026-08-14,975.77,870494.17
PO06449,MAT0997,SUP010,2025-05-29,781.67,2269344.34
PO06450,MAT1275,SUP090,2025-04-27,664.71,2429661.29
PO06451,MAT0542,SUP218,2025-06-21,487.73,1036187.26
PO06452,MAT0332,SUP193,2025-03-01,389.47,1617309.23
PO06453,MAT0813,SUP017,2025-08-17,287.36,620186.1
PO06454,MAT0977,SUP048,2025-02-14,908.76,2354633.51
PO06455,MAT0293,SUP023,2025-02-21,383.35,1721843.36
PO06456,MAT1627,SUP146,2025-05-29,583.22,371411.99
PO06457,MAT1527,SUP155,2025-03-25,547.78,1977348.86
PO06458,MAT0882,SUP074,2025-06-24,137.0,278533.33
PO06459,MAT1879,SUP253,2025-06-10,287.96,294185.7
PO06460,MAT1719,SUP276,2025-05-08,523.41,571971.98
PO06461,MAT1349,SUP001,2025-01-21,96.63,16311.14
PO06462,MAT1338,SUP374,2025-04-27,451.89,847189.82
PO06463,MAT0821,SUP189,2026-08-21,774.95,761272.13
PO06464,MAT0200,SUP096,2026-02-15,655.48,1489106.35
PO06465,MAT0815,SUP057,2026-05-07,341.32,634742.56
PO06466,MAT0502,SUP194,2026-04-04,530.56,373758.3
PO06467,MAT0387,SUP232,2026-06-18,659.61,716626.69
PO06468,MAT0031,SUP426,2026-08-14,482.29,207297.89
PO06469,MAT1111,SUP369,2025-10-19,585.82,1014698.82
PO06470,MAT1084,SUP265,2026-04-05,628.04,2778963.95
PO06471,MAT0065,SUP023,2025-02-28,322.57,1430488.28
PO06472,MAT1453,SUP016,2025-05-19,115.39,108527.76
PO06473,MAT1023,SUP455,2025-05-08,119.28,463788.07
PO06474,MAT0814,SUP318,2026-07-14,855.13,3157157.06
PO06475,MAT0653,SUP091,2025-12-10,987.97,4290052.25
PO06476,MAT1580,SUP429,2025-12-31,521.62,723998.13
PO06477,MAT1868,SUP266,2025-04-08,557.36,414726.0
PO06478,MAT1699,SUP478,2026-07-02,666.28,679199.17
PO06479,MAT1149,SUP222,2025-01-10,438.34,366439.09
PO06480,MAT1988,SUP393,2026-05-20,219.15,844674.23
PO06481,MAT0231,SUP161,2025-11-17,412.32,507537.06
PO06482,MAT0578,SUP395,2025-09-07,103.77,132145.91
PO06483,MAT0355,SUP293,2026-02-22,208.12,497735.63
PO06484,MAT1668,SUP289,2025-04-07,176.48,570374.54
PO06485,MAT1033,SUP032,2026-04-18,981.26,4364762.23
PO06486,MAT1501,SUP211,2026-01-11,834.48,2765358.24
PO06487,MAT1093,SUP347,2026-04-05,819.8,2310466.93
PO06488,MAT1384,SUP301,2026-03-01,112.32,166917.63
PO06489,MAT0683,SUP328,2025-11-09,612.71,2123395.52
PO06490,MAT1641,SUP252,2025-08-12,493.12,1516605.35
PO06491,MAT0912,SUP442,2026-07-29,512.05,1487694.71
